geneBioID	ProteinBioCynId
FBGN0053144	FBGN0053144-MONOMER
FBGN0039924	FBGN0039924-MONOMER
FBGN0029840	FBGN0029840-MONOMER
FBGN0033459	FBGN0033459-MONOMER
FBGN0038499	FBGN0038499-MONOMER
FBGN0024958	FBGN0024958-MONOMER
FBGN0015038	FBGN0015038-MONOMER
FBGN0012344	FBGN0012344-MONOMER
FBGN0086254	FBGN0086254-MONOMER
FBGN0040475	FBGN0040475-MONOMER
FBGN0038364	FBGN0038364-MONOMER
FBGN0020513	FBGN0020513-MONOMER
FBGN0041229	FBGN0041229-MONOMER
FBGN0025574	FBGN0025574-MONOMER
FBGN0015931	FBGN0015931-MONOMER
FBGN0039783	FBGN0039783-MONOMER
FBGN0033520	FBGN0033520-MONOMER
FBGN0033740	FBGN0033740-MONOMER
FBGN0003884	FBGN0003884-MONOMER
FBGN0085483	FBGN0085483-MONOMER
FBGN0035787	FBGN0035787-MONOMER
FBGN0028738	FBGN0028738-MONOMER
FBGN0033383	FBGN0033383-MONOMER
FBGN0000259	FBGN0000259-MONOMER
FBGN0035401	FBGN0035401-MONOMER
FBGN0052383	FBGN0052383-MONOMER
FBGN0013351	FBGN0013351-MONOMER
FBGN0011016	FBGN0011016-MONOMER
FBGN0039038	FBGN0039038-MONOMER
FBGN0051092	FBGN0051092-MONOMER
FBGN0037916	FBGN0037916-MONOMER
FBGN0017465	FBGN0017465-MONOMER
FBGN0051928	FBGN0051928-MONOMER
FBGN0016977	FBGN0016977-MONOMER
FBGN0000477	FBGN0000477-MONOMER
FBGN0024232	FBGN0024232-MONOMER
FBGN0004687	FBGN0004687-MONOMER
FBGN0039425	FBGN0039425-MONOMER
FBGN0031941	FBGN0031941-MONOMER
FBGN0034599	FBGN0034599-MONOMER
FBGN0016669	FBGN0016669-MONOMER
FBGN0035639	FBGN0035639-MONOMER
FBGN0030353	FBGN0030353-MONOMER
FBGN0032518	FBGN0032518-MONOMER
FBGN0000043	FBGN0000043-MONOMER
FBGN0036934	FBGN0036934-MONOMER
FBGN0051133	FBGN0051133-MONOMER
FBGN0003044	FBGN0003044-MONOMER
FBGN0041626	FBGN0041626-MONOMER
FBGN0003132	FBGN0003132-MONOMER
FBGN0036211	FBGN0036211-MONOMER
FBGN0033981	FBGN0033981-MONOMER
FBGN0003375	FBGN0003375-MONOMER
FBGN0037552	FBGN0037552-MONOMER
FBGN0037580	FBGN0037580-MONOMER
FBGN0015525	FBGN0015525-MONOMER
FBGN0035953	FBGN0035953-MONOMER
FBGN0004837	FBGN0004837-MONOMER
FBGN0004895	FBGN0004895-MONOMER
FBGN0051445	FBGN0051445-MONOMER
FBGN0036829	FBGN0036829-MONOMER
FBGN0051089	FBGN0051089-MONOMER
FBGN0024923	FBGN0024923-MONOMER
FBGN0051200	FBGN0051200-MONOMER
FBGN0041612	FBGN0041612-MONOMER
FBGN0064766	FBGN0064766-MONOMER
FBGN0005038	FBGN0005038-MONOMER
FBGN0030596	FBGN0030596-MONOMER
FBGN0038454	FBGN0038454-MONOMER
FBGN0003257	FBGN0003257-MONOMER
FBGN0041232	FBGN0041232-MONOMER
FBGN0015576	FBGN0015576-MONOMER
FBGN0034089	FBGN0034089-MONOMER
FBGN0034643	FBGN0034643-MONOMER
FBGN0001311	FBGN0001311-MONOMER
FBGN0035510	FBGN0035510-MONOMER
FBGN0001199	FBGN0001199-MONOMER
FBGN0039164	FBGN0039164-MONOMER
FBGN0024732	FBGN0024732-MONOMER
FBGN0033886	FBGN0033886-MONOMER
FBGN0050062	FBGN0050062-MONOMER
FBGN0051156	FBGN0051156-MONOMER
FBGN0039305	FBGN0039305-MONOMER
FBGN0001104	FBGN0001104-MONOMER
FBGN0000667	FBGN0000667-MONOMER
FBGN0023495	FBGN0023495-MONOMER
FBGN0037643	FBGN0037643-MONOMER
FBGN0033376	FBGN0033376-MONOMER
FBGN0259139	FBGN0259139-MONOMER
FBGN0030239	FBGN0030239-MONOMER
FBGN0021760	FBGN0021760-MONOMER
FBGN0032973	FBGN0032973-MONOMER
FBGN0259676	FBGN0259676-MONOMER
FBGN0014453	FBGN0014453-MONOMER
FBGN0026878	FBGN0026878-MONOMER
FBGN0051388	FBGN0051388-MONOMER
FBGN0036749	FBGN0036749-MONOMER
FBGN0033882	FBGN0033882-MONOMER
FBGN0015513	FBGN0015513-MONOMER
FBGN0045495	FBGN0045495-MONOMER
FBGN0030555	FBGN0030555-MONOMER
FBGN0040076	FBGN0040076-MONOMER
FBGN0033288	FBGN0033288-MONOMER
FBGN0039296	FBGN0039296-MONOMER
FBGN0040022	FBGN0040022-MONOMER
FBGN0037063	FBGN0037063-MONOMER
FBGN0044046	FBGN0044046-MONOMER
FBGN0010520	FBGN0010520-MONOMER
FBGN0004476	FBGN0004476-MONOMER
FBGN0085390	FBGN0085390-MONOMER
FBGN0033190	FBGN0033190-MONOMER
FBGN0032598	FBGN0032598-MONOMER
FBGN0000106	FBGN0000106-MONOMER
FBGN0004974	FBGN0004974-MONOMER
FBGN0000157	FBGN0000157-MONOMER
FBGN0037697	FBGN0037697-MONOMER
FBGN0029084	FBGN0029084-MONOMER
FBGN0003977	FBGN0003977-MONOMER
FBGN0036332	FBGN0036332-MONOMER
FBGN0027654	FBGN0027654-MONOMER
FBGN0034458	FBGN0034458-MONOMER
FBGN0005632	FBGN0005632-MONOMER
FBGN0051202	FBGN0051202-MONOMER
FBGN0030753	FBGN0030753-MONOMER
FBGN0037365	FBGN0037365-MONOMER
FBGN0042711	FBGN0042711-MONOMER
FBGN0013269	FBGN0013269-MONOMER
FBGN0041629	FBGN0041629-MONOMER
FBGN0043533	FBGN0043533-MONOMER
FBGN0011327	FBGN0011327-MONOMER
FBGN0022023	FBGN0022023-MONOMER
FBGN0031310	FBGN0031310-MONOMER
FBGN0033351	FBGN0033351-MONOMER
FBGN0000520	FBGN0000520-MONOMER
FBGN0030683	FBGN0030683-MONOMER
FBGN0010359	FBGN0010359-MONOMER
FBGN0035424	FBGN0035424-MONOMER
FBGN0039509	FBGN0039509-MONOMER
FBGN0031974	FBGN0031974-MONOMER
FBGN0041156	FBGN0041156-MONOMER
FBGN0065032	FBGN0065032-MONOMER
FBGN0035289	FBGN0035289-MONOMER
FBGN0026664	FBGN0026664-MONOMER
FBGN0014184	FBGN0014184-MONOMER
FBGN0038872	FBGN0038872-MONOMER
FBGN0039730	FBGN0039730-MONOMER
FBGN0013682	FBGN0013682-MONOMER
FBGN0032603	FBGN0032603-MONOMER
FBGN0034057	FBGN0034057-MONOMER
FBGN0035943	FBGN0035943-MONOMER
FBGN0020764	FBGN0020764-MONOMER
FBGN0003248	FBGN0003248-MONOMER
FBGN0040001	FBGN0040001-MONOMER
FBGN0033225	FBGN0033225-MONOMER
FBGN0259168	FBGN0259168-MONOMER
FBGN0050280	FBGN0050280-MONOMER
FBGN0000529	FBGN0000529-MONOMER
FBGN0041225	FBGN0041225-MONOMER
FBGN0051999	FBGN0051999-MONOMER
FBGN0032811	FBGN0032811-MONOMER
FBGN0051054	FBGN0051054-MONOMER
FBGN0037245	FBGN0037245-MONOMER
FBGN0039054	FBGN0039054-MONOMER
FBGN0024250	FBGN0024250-MONOMER
FBGN0034858	FBGN0034858-MONOMER
FBGN0038565	FBGN0038565-MONOMER
FBGN0051550	FBGN0051550-MONOMER
FBGN0005655	FBGN0005655-MONOMER
FBGN0039613	FBGN0039613-MONOMER
FBGN0027620	FBGN0027620-MONOMER
FBGN0039478	FBGN0039478-MONOMER
FBGN0034169	FBGN0034169-MONOMER
FBGN0026199	FBGN0026199-MONOMER
FBGN0031294	FBGN0031294-MONOMER
FBGN0027560	FBGN0027560-MONOMER
FBGN0030951	FBGN0030951-MONOMER
FBGN0250848	FBGN0250848-MONOMER
FBGN0011570	FBGN0011570-MONOMER
FBGN0003888	FBGN0003888-MONOMER
FBGN0027518	FBGN0027518-MONOMER
FBGN0023414	FBGN0023414-MONOMER
FBGN0085429	FBGN0085429-MONOMER
FBGN0038629	FBGN0038629-MONOMER
FBGN0028380	FBGN0028380-MONOMER
FBGN0029503	FBGN0029503-MONOMER
FBGN0036569	FBGN0036569-MONOMER
FBGN0259680	FBGN0259680-MONOMER
FBGN0035376	FBGN0035376-MONOMER
FBGN0037020	FBGN0037020-MONOMER
FBGN0034137	FBGN0034137-MONOMER
FBGN0019968	FBGN0019968-MONOMER
FBGN0000077	FBGN0000077-MONOMER
FBGN0031929	FBGN0031929-MONOMER
FBGN0032016	FBGN0032016-MONOMER
FBGN0020505	FBGN0020505-MONOMER
FBGN0086913	FBGN0086913-MONOMER
FBGN0025680	FBGN0025680-MONOMER
FBGN0083919	FBGN0083919-MONOMER
FBGN0051957	FBGN0051957-MONOMER
FBGN0086447	FBGN0086447-MONOMER
FBGN0011474	FBGN0011474-MONOMER
FBGN0050274	FBGN0050274-MONOMER
FBGN0031357	FBGN0031357-MONOMER
FBGN0033982	FBGN0033982-MONOMER
FBGN0053522	FBGN0053522-MONOMER
FBGN0028963	FBGN0028963-MONOMER
FBGN0038691	FBGN0038691-MONOMER
FBGN0031267	FBGN0031267-MONOMER
FBGN0037376	FBGN0037376-MONOMER
FBGN0030003	FBGN0030003-MONOMER
FBGN0086712	FBGN0086712-MONOMER
FBGN0035168	FBGN0035168-MONOMER
FBGN0025824	FBGN0025824-MONOMER
FBGN0000533	FBGN0000533-MONOMER
FBGN0053854	FBGN0053854-MONOMER
FBGN0037937	FBGN0037937-MONOMER
FBGN0031631	FBGN0031631-MONOMER
FBGN0040036	FBGN0040036-MONOMER
FBGN0011768	FBGN0011768-MONOMER
FBGN0004179	FBGN0004179-MONOMER
FBGN0030056	FBGN0030056-MONOMER
FBGN0040017	FBGN0040017-MONOMER
FBGN0039782	FBGN0039782-MONOMER
FBGN0035909	FBGN0035909-MONOMER
FBGN0045502	FBGN0045502-MONOMER
FBGN0025638	FBGN0025638-MONOMER
FBGN0016700	FBGN0016700-MONOMER
FBGN0041096	FBGN0041096-MONOMER
FBGN0053885	FBGN0053885-MONOMER
FBGN0014469	FBGN0014469-MONOMER
FBGN0030066	FBGN0030066-MONOMER
FBGN0030799	FBGN0030799-MONOMER
FBGN0033687	FBGN0033687-MONOMER
FBGN0035593	FBGN0035593-MONOMER
FBGN0001987	FBGN0001987-MONOMER
FBGN0036260	FBGN0036260-MONOMER
FBGN0039596	FBGN0039596-MONOMER
FBGN0031689	FBGN0031689-MONOMER
FBGN0037899	FBGN0037899-MONOMER
FBGN0028402	FBGN0028402-MONOMER
FBGN0034425	FBGN0034425-MONOMER
FBGN0000283	FBGN0000283-MONOMER
FBGN0004833	FBGN0004833-MONOMER
FBGN0035256	FBGN0035256-MONOMER
FBGN0039925	FBGN0039925-MONOMER
FBGN0010315	FBGN0010315-MONOMER
FBGN0052026	FBGN0052026-MONOMER
FBGN0027087	FBGN0027087-MONOMER
FBGN0036381	FBGN0036381-MONOMER
FBGN0031491	FBGN0031491-MONOMER
FBGN0004654	FBGN0004654-MONOMER
FBGN0000377	FBGN0000377-MONOMER
FBGN0037786	FBGN0037786-MONOMER
FBGN0020626	FBGN0020626-MONOMER
FBGN0037917	FBGN0037917-MONOMER
FBGN0039150	FBGN0039150-MONOMER
FBGN0037938	FBGN0037938-MONOMER
FBGN0030487	FBGN0030487-MONOMER
FBGN0036775	FBGN0036775-MONOMER
FBGN0000576	FBGN0000576-MONOMER
FBGN0015399	FBGN0015399-MONOMER
FBGN0014423	FBGN0014423-MONOMER
FBGN0036696	FBGN0036696-MONOMER
FBGN0034181	FBGN0034181-MONOMER
FBGN0036228	FBGN0036228-MONOMER
FBGN0014931	FBGN0014931-MONOMER
FBGN0036168	FBGN0036168-MONOMER
FBGN0026598	FBGN0026598-MONOMER
FBGN0013307	FBGN0013307-MONOMER
FBGN0020908	FBGN0020908-MONOMER
FBGN0053843	FBGN0053843-MONOMER
FBGN0005590	FBGN0005590-MONOMER
FBGN0028945	FBGN0028945-MONOMER
FBGN0034748	FBGN0034748-MONOMER
FBGN0030114	FBGN0030114-MONOMER
FBGN0034412	FBGN0034412-MONOMER
FBGN0036641	FBGN0036641-MONOMER
FBGN0015591	FBGN0015591-MONOMER
FBGN0038805	FBGN0038805-MONOMER
FBGN0032050	FBGN0032050-MONOMER
FBGN0039651	FBGN0039651-MONOMER
FBGN0000274	FBGN0000274-MONOMER
FBGN0035704	FBGN0035704-MONOMER
FBGN0032408	FBGN0032408-MONOMER
FBGN0030299	FBGN0030299-MONOMER
FBGN0040959	FBGN0040959-MONOMER
FBGN0034500	FBGN0034500-MONOMER
FBGN0010329	FBGN0010329-MONOMER
FBGN0028499	FBGN0028499-MONOMER
FBGN0000047	FBGN0000047-MONOMER
FBGN0030144	FBGN0030144-MONOMER
FBGN0000413	FBGN0000413-MONOMER
FBGN0033021	FBGN0033021-MONOMER
FBGN0037741	FBGN0037741-MONOMER
FBGN0085451	FBGN0085451-MONOMER
FBGN0032512	FBGN0032512-MONOMER
FBGN0050021	FBGN0050021-MONOMER
FBGN0003204	FBGN0003204-MONOMER
FBGN0033186	FBGN0033186-MONOMER
FBGN0028530	FBGN0028530-MONOMER
FBGN0003279	FBGN0003279-MONOMER
FBGN0005584	FBGN0005584-MONOMER
FBGN0005561	FBGN0005561-MONOMER
FBGN0032487	FBGN0032487-MONOMER
FBGN0035661	FBGN0035661-MONOMER
FBGN0002901	FBGN0002901-MONOMER
FBGN0015509	FBGN0015509-MONOMER
FBGN0004603	FBGN0004603-MONOMER
FBGN0022768	FBGN0022768-MONOMER
FBGN0032727	FBGN0032727-MONOMER
FBGN0030366	FBGN0030366-MONOMER
FBGN0024832	FBGN0024832-MONOMER
FBGN0033924	FBGN0033924-MONOMER
FBGN0000360	FBGN0000360-MONOMER
FBGN0040323	FBGN0040323-MONOMER
FBGN0039183	FBGN0039183-MONOMER
FBGN0005640	FBGN0005640-MONOMER
FBGN0038787	FBGN0038787-MONOMER
FBGN0035348	FBGN0035348-MONOMER
FBGN0029996	FBGN0029996-MONOMER
FBGN0259234	FBGN0259234-MONOMER
FBGN0029664	FBGN0029664-MONOMER
FBGN0014076	FBGN0014076-MONOMER
FBGN0035410	FBGN0035410-MONOMER
FBGN0051201	FBGN0051201-MONOMER
FBGN0034579	FBGN0034579-MONOMER
FBGN0038772	FBGN0038772-MONOMER
FBGN0036796	FBGN0036796-MONOMER
FBGN0004181	FBGN0004181-MONOMER
FBGN0031203	FBGN0031203-MONOMER
FBGN0000044	FBGN0000044-MONOMER
FBGN0003317	FBGN0003317-MONOMER
FBGN0036974	FBGN0036974-MONOMER
FBGN0036913	FBGN0036913-MONOMER
FBGN0014179	FBGN0014179-MONOMER
FBGN0033773	FBGN0033773-MONOMER
FBGN0032012	FBGN0032012-MONOMER
FBGN0034276	FBGN0034276-MONOMER
FBGN0010323	FBGN0010323-MONOMER
FBGN0037037	FBGN0037037-MONOMER
FBGN0041251	FBGN0041251-MONOMER
FBGN0030530	FBGN0030530-MONOMER
FBGN0053899	FBGN0053899-MONOMER
FBGN0000179	FBGN0000179-MONOMER
FBGN0051115	FBGN0051115-MONOMER
FBGN0036059	FBGN0036059-MONOMER
FBGN0026751	FBGN0026751-MONOMER
FBGN0040629	FBGN0040629-MONOMER
FBGN0002906	FBGN0002906-MONOMER
FBGN0050283	FBGN0050283-MONOMER
FBGN0036643	FBGN0036643-MONOMER
FBGN0033452	FBGN0033452-MONOMER
FBGN0037612	FBGN0037612-MONOMER
FBGN0036153	FBGN0036153-MONOMER
FBGN0030016	FBGN0030016-MONOMER
FBGN0025334	FBGN0025334-MONOMER
FBGN0039152	FBGN0039152-MONOMER
FBGN0028476	FBGN0028476-MONOMER
FBGN0053835	FBGN0053835-MONOMER
FBGN0037683	FBGN0037683-MONOMER
FBGN0023023	FBGN0023023-MONOMER
FBGN0034417	FBGN0034417-MONOMER
FBGN0039005	FBGN0039005-MONOMER
FBGN0037369	FBGN0037369-MONOMER
FBGN0036443	FBGN0036443-MONOMER
FBGN0028325	FBGN0028325-MONOMER
FBGN0011279	FBGN0011279-MONOMER
FBGN0027504	FBGN0027504-MONOMER
FBGN0029687	FBGN0029687-MONOMER
FBGN0036552	FBGN0036552-MONOMER
FBGN0052628	FBGN0052628-MONOMER
FBGN0002989	FBGN0002989-MONOMER
FBGN0011762	FBGN0011762-MONOMER
FBGN0052635	FBGN0052635-MONOMER
FBGN0014026	FBGN0014026-MONOMER
FBGN0032609	FBGN0032609-MONOMER
FBGN0034509	FBGN0034509-MONOMER
FBGN0027339	FBGN0027339-MONOMER
FBGN0029706	FBGN0029706-MONOMER
FBGN0035155	FBGN0035155-MONOMER
FBGN0036713	FBGN0036713-MONOMER
FBGN0063780	FBGN0063780-MONOMER
FBGN0000422	FBGN0000422-MONOMER
FBGN0039341	FBGN0039341-MONOMER
FBGN0020639	FBGN0020639-MONOMER
FBGN0038465	FBGN0038465-MONOMER
FBGN0004860	FBGN0004860-MONOMER
FBGN0001276	FBGN0001276-MONOMER
FBGN0042118	FBGN0042118-MONOMER
FBGN0027561	FBGN0027561-MONOMER
FBGN0027101	FBGN0027101-MONOMER
FBGN0039257	FBGN0039257-MONOMER
FBGN0000139	FBGN0000139-MONOMER
FBGN0010715	FBGN0010715-MONOMER
FBGN0037727	FBGN0037727-MONOMER
FBGN0031720	FBGN0031720-MONOMER
FBGN0002716	FBGN0002716-MONOMER
FBGN0001208	FBGN0001208-MONOMER
FBGN0052271	FBGN0052271-MONOMER
FBGN0030810	FBGN0030810-MONOMER
FBGN0041192	FBGN0041192-MONOMER
FBGN0036150	FBGN0036150-MONOMER
FBGN0024843	FBGN0024843-MONOMER
FBGN0031880	FBGN0031880-MONOMER
FBGN0030828	FBGN0030828-MONOMER
FBGN0038429	FBGN0038429-MONOMER
FBGN0011726	FBGN0011726-MONOMER
FBGN0024273	FBGN0024273-MONOMER
FBGN0032249	FBGN0032249-MONOMER
FBGN0033162	FBGN0033162-MONOMER
FBGN0024244	FBGN0024244-MONOMER
FBGN0039796	FBGN0039796-MONOMER
FBGN0032999	FBGN0032999-MONOMER
FBGN0001098	FBGN0001098-MONOMER
FBGN0010926	FBGN0010926-MONOMER
FBGN0013770	FBGN0013770-MONOMER
FBGN0010434	FBGN0010434-MONOMER
FBGN0038332	FBGN0038332-MONOMER
FBGN0037534	FBGN0037534-MONOMER
FBGN0032889	FBGN0032889-MONOMER
FBGN0035870	FBGN0035870-MONOMER
FBGN0035287	FBGN0035287-MONOMER
FBGN0035735	FBGN0035735-MONOMER
FBGN0003114	FBGN0003114-MONOMER
FBGN0001978	FBGN0001978-MONOMER
FBGN0003557	FBGN0003557-MONOMER
FBGN0016059	FBGN0016059-MONOMER
FBGN0086368	FBGN0086368-MONOMER
FBGN0058271	FBGN0058271-MONOMER
FBGN0001235	FBGN0001235-MONOMER
FBGN0017639	FBGN0017639-MONOMER
FBGN0028689	FBGN0028689-MONOMER
FBGN0039417	FBGN0039417-MONOMER
FBGN0038067	FBGN0038067-MONOMER
FBGN0002707	FBGN0002707-MONOMER
FBGN0037988	FBGN0037988-MONOMER
FBGN0034880	FBGN0034880-MONOMER
FBGN0031465	FBGN0031465-MONOMER
FBGN0053879	FBGN0053879-MONOMER
FBGN0032586	FBGN0032586-MONOMER
FBGN0027619	FBGN0027619-MONOMER
FBGN0023529	FBGN0023529-MONOMER
FBGN0086370	FBGN0086370-MONOMER
FBGN0039102	FBGN0039102-MONOMER
FBGN0030653	FBGN0030653-MONOMER
FBGN0010272	FBGN0010272-MONOMER
FBGN0002962	FBGN0002962-MONOMER
FBGN0039669	FBGN0039669-MONOMER
FBGN0024846	FBGN0024846-MONOMER
FBGN0036290	FBGN0036290-MONOMER
FBGN0033856	FBGN0033856-MONOMER
FBGN0017543	FBGN0017543-MONOMER
FBGN0053831	FBGN0053831-MONOMER
FBGN0039337	FBGN0039337-MONOMER
FBGN0030298	FBGN0030298-MONOMER
FBGN0035024	FBGN0035024-MONOMER
FBGN0045864	FBGN0045864-MONOMER
FBGN0004379	FBGN0004379-MONOMER
FBGN0036124	FBGN0036124-MONOMER
FBGN0031006	FBGN0031006-MONOMER
FBGN0039078	FBGN0039078-MONOMER
FBGN0039381	FBGN0039381-MONOMER
FBGN0019886	FBGN0019886-MONOMER
FBGN0032715	FBGN0032715-MONOMER
FBGN0024789	FBGN0024789-MONOMER
FBGN0001253	FBGN0001253-MONOMER
FBGN0035335	FBGN0035335-MONOMER
FBGN0014133	FBGN0014133-MONOMER
FBGN0015790	FBGN0015790-MONOMER
FBGN0032350	FBGN0032350-MONOMER
FBGN0037818	FBGN0037818-MONOMER
FBGN0043362	FBGN0043362-MONOMER
FBGN0038173	FBGN0038173-MONOMER
FBGN0033321	FBGN0033321-MONOMER
FBGN0031857	FBGN0031857-MONOMER
FBGN0087035	FBGN0087035-MONOMER
FBGN0051958	FBGN0051958-MONOMER
FBGN0053869	FBGN0053869-MONOMER
FBGN0053825	FBGN0053825-MONOMER
FBGN0039848	FBGN0039848-MONOMER
FBGN0036911	FBGN0036911-MONOMER
FBGN0029736	FBGN0029736-MONOMER
FBGN0010042	FBGN0010042-MONOMER
FBGN0043536	FBGN0043536-MONOMER
FBGN0037726	FBGN0037726-MONOMER
FBGN0034035	FBGN0034035-MONOMER
FBGN0046706	FBGN0046706-MONOMER
FBGN0053803	FBGN0053803-MONOMER
FBGN0033815	FBGN0033815-MONOMER
FBGN0035697	FBGN0035697-MONOMER
FBGN0036486	FBGN0036486-MONOMER
FBGN0032117	FBGN0032117-MONOMER
FBGN0033600	FBGN0033600-MONOMER
FBGN0038237	FBGN0038237-MONOMER
FBGN0051760	FBGN0051760-MONOMER
FBGN0003292	FBGN0003292-MONOMER
FBGN0039157	FBGN0039157-MONOMER
FBGN0015321	FBGN0015321-MONOMER
FBGN0034098	FBGN0034098-MONOMER
FBGN0001233	FBGN0001233-MONOMER
FBGN0001075	FBGN0001075-MONOMER
FBGN0003731	FBGN0003731-MONOMER
FBGN0034769	FBGN0034769-MONOMER
FBGN0033756	FBGN0033756-MONOMER
FBGN0030485	FBGN0030485-MONOMER
FBGN0027540	FBGN0027540-MONOMER
FBGN0039007	FBGN0039007-MONOMER
FBGN0037999	FBGN0037999-MONOMER
FBGN0037860	FBGN0037860-MONOMER
FBGN0034692	FBGN0034692-MONOMER
FBGN0030518	FBGN0030518-MONOMER
FBGN0053830	FBGN0053830-MONOMER
FBGN0037301	FBGN0037301-MONOMER
FBGN0032035	FBGN0032035-MONOMER
FBGN0051016	FBGN0051016-MONOMER
FBGN0035978	FBGN0035978-MONOMER
FBGN0013811	FBGN0013811-MONOMER
FBGN0016666	FBGN0016666-MONOMER
FBGN0025936	FBGN0025936-MONOMER
FBGN0066066	FBGN0066066-MONOMER
FBGN0037332	FBGN0037332-MONOMER
FBGN0025692	FBGN0025692-MONOMER
FBGN0034138	FBGN0034138-MONOMER
FBGN0020369	FBGN0020369-MONOMER
FBGN0000489	FBGN0000489-MONOMER
FBGN0027584	FBGN0027584-MONOMER
FBGN0038630	FBGN0038630-MONOMER
FBGN0052199	FBGN0052199-MONOMER
FBGN0030073	FBGN0030073-MONOMER
FBGN0051822	FBGN0051822-MONOMER
FBGN0014863	FBGN0014863-MONOMER
FBGN0040477	FBGN0040477-MONOMER
FBGN0015573	FBGN0015573-MONOMER
FBGN0039055	FBGN0039055-MONOMER
FBGN0038541	FBGN0038541-MONOMER
FBGN0015316	FBGN0015316-MONOMER
FBGN0030205	FBGN0030205-MONOMER
FBGN0053838	FBGN0053838-MONOMER
FBGN0034705	FBGN0034705-MONOMER
FBGN0015239	FBGN0015239-MONOMER
FBGN0043791	FBGN0043791-MONOMER
FBGN0030590	FBGN0030590-MONOMER
FBGN0023197	FBGN0023197-MONOMER
FBGN0020028	FBGN0020028-MONOMER
FBGN0028369	FBGN0028369-MONOMER
FBGN0052104	FBGN0052104-MONOMER
FBGN0036183	FBGN0036183-MONOMER
FBGN0036333	FBGN0036333-MONOMER
FBGN0037462	FBGN0037462-MONOMER
FBGN0000578	FBGN0000578-MONOMER
FBGN0004838	FBGN0004838-MONOMER
FBGN0259243	FBGN0259243-MONOMER
FBGN0063493	FBGN0063493-MONOMER
FBGN0036587	FBGN0036587-MONOMER
FBGN0036220	FBGN0036220-MONOMER
FBGN0031331	FBGN0031331-MONOMER
FBGN0000527	FBGN0000527-MONOMER
FBGN0029827	FBGN0029827-MONOMER
FBGN0033764	FBGN0033764-MONOMER
FBGN0051053	FBGN0051053-MONOMER
FBGN0053097	FBGN0053097-MONOMER
FBGN0011764	FBGN0011764-MONOMER
FBGN0052640	FBGN0052640-MONOMER
FBGN0010015	FBGN0010015-MONOMER
FBGN0052446	FBGN0052446-MONOMER
FBGN0033304	FBGN0033304-MONOMER
FBGN0015617	FBGN0015617-MONOMER
FBGN0036980	FBGN0036980-MONOMER
FBGN0027844	FBGN0027844-MONOMER
FBGN0036830	FBGN0036830-MONOMER
FBGN0000078	FBGN0000078-MONOMER
FBGN0035780	FBGN0035780-MONOMER
FBGN0033543	FBGN0033543-MONOMER
FBGN0050042	FBGN0050042-MONOMER
FBGN0003890	FBGN0003890-MONOMER
FBGN0032393	FBGN0032393-MONOMER
FBGN0002791	FBGN0002791-MONOMER
FBGN0066114	FBGN0066114-MONOMER
FBGN0010328	FBGN0010328-MONOMER
FBGN0029873	FBGN0029873-MONOMER
FBGN0087008	FBGN0087008-MONOMER
FBGN0034141	FBGN0034141-MONOMER
FBGN0259142	FBGN0259142-MONOMER
FBGN0000233	FBGN0000233-MONOMER
FBGN0039344	FBGN0039344-MONOMER
FBGN0030703	FBGN0030703-MONOMER
FBGN0026428	FBGN0026428-MONOMER
FBGN0035216	FBGN0035216-MONOMER
FBGN0030662	FBGN0030662-MONOMER
FBGN0037722	FBGN0037722-MONOMER
FBGN0030521	FBGN0030521-MONOMER
FBGN0027951	FBGN0027951-MONOMER
FBGN0038426	FBGN0038426-MONOMER
FBGN0036558	FBGN0036558-MONOMER
FBGN0038422	FBGN0038422-MONOMER
FBGN0034763	FBGN0034763-MONOMER
FBGN0029135	FBGN0029135-MONOMER
FBGN0036349	FBGN0036349-MONOMER
FBGN0023130	FBGN0023130-MONOMER
FBGN0033389	FBGN0033389-MONOMER
FBGN0010173	FBGN0010173-MONOMER
FBGN0010222	FBGN0010222-MONOMER
FBGN0015781	FBGN0015781-MONOMER
FBGN0044055	FBGN0044055-MONOMER
FBGN0040305	FBGN0040305-MONOMER
FBGN0033363	FBGN0033363-MONOMER
FBGN0022985	FBGN0022985-MONOMER
FBGN0000100	FBGN0000100-MONOMER
FBGN0036336	FBGN0036336-MONOMER
FBGN0015284	FBGN0015284-MONOMER
FBGN0039798	FBGN0039798-MONOMER
FBGN0020442	FBGN0020442-MONOMER
FBGN0035016	FBGN0035016-MONOMER
FBGN0039644	FBGN0039644-MONOMER
FBGN0025335	FBGN0025335-MONOMER
FBGN0037679	FBGN0037679-MONOMER
FBGN0046873	FBGN0046873-MONOMER
FBGN0052985	FBGN0052985-MONOMER
FBGN0033980	FBGN0033980-MONOMER
FBGN0033738	FBGN0033738-MONOMER
FBGN0003865	FBGN0003865-MONOMER
FBGN0035678	FBGN0035678-MONOMER
FBGN0038120	FBGN0038120-MONOMER
FBGN0041623	FBGN0041623-MONOMER
FBGN0029969	FBGN0029969-MONOMER
FBGN0086346	FBGN0086346-MONOMER
FBGN0038654	FBGN0038654-MONOMER
FBGN0031332	FBGN0031332-MONOMER
FBGN0014027	FBGN0014027-MONOMER
FBGN0029148	FBGN0029148-MONOMER
FBGN0037762	FBGN0037762-MONOMER
FBGN0030412	FBGN0030412-MONOMER
FBGN0051851	FBGN0051851-MONOMER
FBGN0035791	FBGN0035791-MONOMER
FBGN0029903	FBGN0029903-MONOMER
