916,1,1,true
133,1,1,true
1331,1,1,true
1173,1,1,true
926,2,1,true
948,2,1,true
1320,2,1,true
1059,2,1,true
490,2,1,true
1309,2,1,true
522,2,1,true
3920,3,1,true
525,3,1,true
1916,3,1,true
1642,3,1,true
926,4,1,true
465,4,1,true
303,4,1,true
722,4,1,true
806,5,1,true
839,5,1,true
843,5,1,true
201,5,1,true
828,6,1,true
1310,6,1,true
869,6,1,true
1321,6,1,true
340,7,1,true
1676,7,1,true
153,7,1,true
1665,7,1,true
1192,8,1,true
1676,8,1,true
926,8,2,true
1148,8,2,true
1665,8,2,true
1484,9,2,true
1676,9,2,true
1487,9,1,true
1665,9,1,true
3838,10,1,true
826,10,1,true
1676,10,1,true
3838,10,1,true
1665,10,1,true
914,10,1,true
926,11,1,true
1059,11,1,true
1320,11,1,true
364,11,1,true
522,11,1,true
1309,11,1,true
287,11,1,true
522,12,1,true
832,12,1,true
1676,12,1,true
916,12,1,true
826,12,1,true
1682,12,1,true
1678,12,1,true
522,13,1,true
3778,13,1,true
984,13,1,true
3779,13,1,true
978,13,1,true
68,13,1,true
914,14,1,true
1506,14,1,true
1676,14,1,true
926,14,2,true
916,14,2,true
342,14,2,true
1678,14,2,true
1993,15,2,true
1113,15,2,true
1972,15,1,true
1702,15,1,true
1320,16,1,true
522,16,1,true
1321,16,1,true
914,16,1,true
856,17,1,true
492,17,1,true
1506,18,1,true
1648,18,1,true
303,18,1,true
804,19,1,true
926,19,6,true
803,19,1,true
522,19,2,true
1275,20,2,true
3761,20,2,true
1059,20,2,true
1276,20,1,true
3757,20,1,true
522,20,1,true
1310,21,1,true
1320,21,1,true
1321,21,1,true
1309,21,1,true
889,22,1,true
167,22,1,true
926,22,1,true
890,22,1,true
914,22,1,true
3935,23,1,true
2308,23,1,true
2329,23,1,true
1642,23,1,true
1499,24,1,true
1503,24,1,true
914,24,1,true
1712,25,1,true
522,25,1,true
926,25,1,true
92,25,1,true
133,25,1,true
926,26,1,true
614,26,1,true
1059,26,1,true
1320,26,1,true
631,26,1,true
522,26,1,true
1309,26,1,true
1681,27,1,true
522,27,1,true
926,27,2,true
181,27,2,true
567,28,2,true
636,28,2,true
916,28,1,true
648,28,1,true
3920,29,1,true
2309,29,1,true
2330,29,1,true
1642,29,1,true
3253,30,1,true
1014,30,1,true
1032,30,1,true
1702,30,1,true
860,31,1,true
839,31,1,true
874,31,1,true
843,31,1,true
1372,32,1,true
522,32,1,true
1407,32,1,true
1555,34,1,true
260,34,1,true
522,34,1,true
1321,35,1,true
3770,35,1,true
926,35,1,true
1310,35,1,true
2566,35,1,true
1394,36,1,true
1320,36,1,true
926,36,1,true
356,36,1,true
1642,36,1,true
1309,36,1,true
777,37,1,true
1059,37,1,true
1320,37,1,true
926,37,1,true
775,37,1,true
522,37,1,true
1309,37,1,true
737,38,1,true
839,38,1,true
730,38,1,true
843,38,1,true
2232,39,1,true
3253,39,1,true
678,39,1,true
679,39,1,true
1702,39,1,true
1387,40,1,true
522,40,1,true
1430,40,1,true
484,41,1,true
522,41,1,true
1059,41,1,true
926,41,1,true
1651,41,1,true
92,41,1,true
36,41,1,true
88,42,1,true
95,42,1,true
1382,43,1,true
839,43,1,true
926,43,1,true
1378,43,1,true
843,43,1,true
553,44,1,true
310,44,1,true
3604,45,1,true
522,45,1,true
3604,45,1,true
1206,45,1,true
567,46,1,true
3757,46,1,true
522,46,1,true
236,46,1,true
3761,46,1,true
926,46,1,true
1647,47,1,true
1189,47,1,true
400,47,1,true
1160,47,1,true
1672,48,1,true
522,48,1,true
926,48,2,true
1669,48,2,true
916,48,2,true
866,50,1,true
1309,50,1,true
522,50,1,true
926,50,5,true
826,50,5,true
499,50,5,true
1320,50,5,true
499,51,5,true
3757,51,5,true
522,51,5,true
816,51,1,true
3761,51,1,true
926,51,1,true
802,52,1,true
522,52,1,true
752,52,1,true
54,52,1,true
216,53,1,true
1388,53,1,true
522,53,1,true
467,53,1,true
1642,53,1,true
826,55,2,true
1309,55,2,true
832,55,1,true
1507,55,1,true
1320,55,1,true
120,56,1,true
337,56,1,true
1552,56,1,true
2764,57,1,true
839,57,1,true
2766,57,1,true
843,57,1,true
617,58,1,true
1507,58,1,true
1059,58,1,true
620,58,1,true
1551,58,1,true
303,58,1,true
1648,59,1,true
1321,59,1,true
1470,59,1,true
1310,59,1,true
688,60,1,true
522,60,1,true
3064,60,1,true
914,60,1,true
4820,61,1,true
3757,61,1,true
4821,61,1,true
3761,61,1,true
1806,62,1,true
1310,62,1,true
1642,62,1,true
1036,62,1,true
522,62,1,true
1321,62,1,true
303,62,1,true
1421,62,1,true
904,62,1,true
326,63,1,true
926,63,1,true
359,63,1,true
522,63,1,true
3253,64,1,true
777,64,1,true
926,64,1,true
778,64,1,true
1702,64,1,true
37,65,1,true
1310,65,1,true
522,65,1,true
703,65,1,true
1321,65,1,true
522,66,1,true
1310,66,1,true
866,66,1,true
926,66,5,true
826,66,5,true
1321,66,5,true
