1170	1
1056	2
1287	2
244	3
1037	6
2336	7
2493	8
2048	10
1860	10
2113	10
102	11
845	12
1563	13
180	14
2201	16
1153	17
1058	18
1580	19
827	20
202	21
1748	22
892	24
996	25
747	25
1651	25
884	26
2170	27
328	29
1233	30
1155	30
1559	32
1980	33
2216	33
1507	33
1919	33
1455	34
1598	35
585	36
1690	36
325	36
1945	36
182	36
421	36
284	36
1005	36
789	36
213	36
1601	36
1969	36
539	36
1893	36
514	36
2162	36
2000	36
1211	36
2250	36
454	36
762	36
124	36
1427	36
464	36
2297	36
41	36
772	36
294	36
242	36
1378	36
131	36
1611	36
2139	36
602	36
2288	36
672	36
1543	36
1100	36
1737	36
1432	36
980	36
1248	36
709	36
703	36
1539	36
786	36
2091	36
1250	36
1325	36
2126	36
1918	36
1695	36
550	36
2071	36
639	37
703	37
1385	38
1368	38
2298	38
629	39
430	40
1908	41
488	42
1193	43
2328	43
635	44
236	45
760	46
1945	48
963	49
1357	51
1365	52
727	53
52	54
2602	55
2304	55
2366	57
167	58
2362	59
2249	60
1290	60
505	61
221	63
514	64
124	64
355	65
248	65
710	66
1893	68
13	68
2479	68
1190	69
1541	69
625	70
1206	71
1312	73
2068	74
577	75
502	76
2221	77
1684	79
797	80
1585	82
294	83
1568	85
763	86
2082	88
659	89
1854	90
746	91
1612	92
1224	92
2149	92
1989	92
697	92
296	92
2324	92
1985	92
1282	92
182	92
828	92
1888	92
956	92
1005	92
948	92
939	92
1097	92
2191	92
215	92
1946	92
25	92
984	92
761	92
2229	92
1338	92
2138	92
2271	92
497	92
2075	92
322	92
2190	92
339	92
140	92
1372	92
117	92
1973	92
303	92
488	92
2074	92
553	92
1069	92
1275	92
2250	92
454	92
762	92
124	92
1427	92
464	92
2297	92
41	92
2412	92
833	92
2027	92
767	92
110	92
1681	92
628	92
668	92
2144	92
812	92
1679	92
1492	92
205	92
1180	92
561	92
1673	92
2557	92
980	92
592	92
1429	92
1248	92
709	92
1196	92
2589	92
681	92
443	92
1292	92
703	92
383	92
435	92
1539	92
786	92
1546	92
132	92
1118	92
1250	92
593	92
550	92
2071	92
2547	92
897	92
924	92
2523	92
764	92
1212	92
90	92
2207	92
265	94
42	95
695	96
2601	97
1278	97
741	97
2576	97
738	97
2319	97
254	97
957	97
2366	97
1757	98
1985	100
2186	100
1615	102
2271	103
945	104
1924	105
1889	106
2286	107
469	108
86	109
804	109
1973	110
366	111
436	112
1245	112
1660	113
915	116
1158	118
1068	119
1775	119
2017	120
1217	121
1425	122
1634	124
1703	125
1414	126
1526	126
2293	126
1768	126
258	127
2116	128
1249	129
1833	130
108	130
1097	130
205	130
1113	131
589	132
854	133
25	133
954	133
1216	134
215	135
1105	137
1575	137
853	138
409	140
1176	141
2029	142
70	142
2004	143
762	144
451	145
1537	145
684	145
2197	146
2085	148
2664	149
239	149
2749	149
617	149
2133	150
1317	151
704	151
1805	152
355	153
2336	153
7	153
89	154
1248	155
184	156
627	157
1210	158
436	158
1245	158
1780	158
1084	158
965	158
447	158
364	158
81	158
275	158
1619	158
1912	158
406	158
2145	158
1825	158
1621	158
2787	158
1850	158
2026	159
1220	161
1883	162
1967	163
1852	163
1683	164
1804	165
2034	165
1035	167
2088	167
1939	168
1702	169
193	170
1065	171
1504	172
2250	173
660	174
1036	174
1194	175
197	176
1767	177
866	178
687	179
1522	180
125	181
74	181
1510	181
27	181
668	181
1640	181
2365	181
1515	183
2341	184
1129	184
1741	185
1853	185
578	186
1606	187
1897	188
829	189
1789	189
1647	190
329	191
339	191
911	192
863	193
1140	193
700	195
2308	196
1166	197
1903	198
570	198
1045	199
1787	200
5	201
247	202
1698	202
1818	202
1175	202
2140	202
2164	203
2027	203
1781	204
886	205
1866	206
2174	207
741	208
1101	209
1386	210
142	210
1498	211
612	211
2112	212
555	213
1910	214
275	215
1788	216
2030	216
1549	216
2338	216
1678	216
893	216
1303	216
320	216
550	216
2208	216
2357	217
1228	218
2241	218
1663	219
1771	221
669	223
1061	225
2047	226
615	227
2455	228
123	229
163	230
1745	232
2265	232
2037	233
287	234
2054	236
46	236
1016	237
2016	237
2023	238
1940	239
1439	240
1002	241
390	242
303	243
836	244
1195	245
943	246
504	247
315	248
851	249
945	250
1131	250
241	251
510	252
126	252
1725	253
1553	254
2348	255
423	255
844	255
567	256
890	256
2355	257
2318	258
802	259
2155	259
1410	259
1305	259
1614	260
34	260
2210	261
930	262
362	263
138	265
365	266
1271	267
2159	268
1256	269
2747	270
563	270
1581	271
2066	272
831	273
1821	274
204	275
2183	276
1848	276
538	276
1666	277
1451	278
1567	279
75	280
2255	281
1941	282
1820	283
1573	284
297	285
1991	286
11	287
953	287
1648	288
2263	289
85	290
638	291
689	292
314	293
1604	294
894	296
2207	296
87	297
284	298
288	299
2531	299
2228	300
1625	301
828	301
71	301
155	301
1030	302
78	303
1897	303
470	303
1411	303
126	303
1866	303
697	303
657	303
436	303
971	303
581	303
1625	303
994	303
1095	303
2013	303
1448	303
755	303
637	303
431	303
959	303
1652	303
854	303
1361	303
166	303
1868	303
956	303
1856	303
639	303
789	303
1056	303
4	303
2090	303
471	303
1980	303
895	303
1128	303
1983	303
1045	303
2247	303
800	303
496	303
2480	303
1090	303
1243	303
618	303
1946	303
1742	303
1999	303
857	303
2630	303
1289	303
2568	303
917	303
1454	303
2257	303
1288	303
719	303
1720	303
2229	303
2614	303
2012	303
2060	303
1580	303
1271	303
1920	303
1948	303
2075	303
322	303
1218	303
781	303
1667	303
95	303
848	303
520	303
307	303
1803	303
58	303
1259	303
1227	303
378	303
2238	303
523	303
1551	303
1114	303
933	303
1373	303
1582	303
1469	303
457	303
1169	303
2326	303
2594	303
1421	303
1660	303
117	303
2059	303
1126	303
303	303
1194	303
1157	303
2565	303
1595	303
2587	303
2466	303
2487	303
2643	303
2559	303
2607	303
2584	303
2537	303
2491	303
2579	303
2629	303
2632	303
2512	303
2652	303
2562	303
2072	303
2279	303
558	303
1038	303
779	303
1578	303
1252	303
369	303
691	303
633	303
1283	303
527	303
737	303
173	303
151	303
2304	303
2620	303
2639	303
2050	303
18	303
1081	303
833	303
437	303
1130	303
1344	303
1061	303
626	303
