counpoundId,reactID,Stoichometry,ismain
1333,388,,true
1710,388,,true
926,388,,true
1308,388,,true
1701,388,,true
2790,389,,true
835,389,,true
2743,389,,true
833,389,,true
926,390,,true
513,390,,true
1320,390,,true
1059,390,,true
242,390,,true
1309,390,,true
522,390,,true
1552,391,,true
2571,391,,true
1551,391,,true
3768,391,,true
926,392,,true
1059,392,,true
1320,392,,true
286,392,,true
522,392,,true
1309,392,,true
562,392,,true
1855,393,,true
1474,393,,true
2438,393,,true
1700,393,,true
926,394,,true
906,394,,true
911,394,,true
926,395,4,true
1096,395,4,true
1059,395,4,true
743,395,,true
522,395,,true
1663,396,,true
522,396,,true
926,396,,true
1666,396,,true
914,396,,true
824,397,,true
303,397,,true
809,397,,true
407,398,,true
1309,398,,true
522,398,,true
1551,398,,true
1320,398,,true
926,398,2,true
1223,399,2,true
1222,399,,true
1127,400,,true
1177,400,,true
926,400,,true
1666,400,,true
1150,400,,true
3343,401,,true
1189,401,,true
1170,401,,true
1160,401,,true
3253,403,,true
1113,403,,true
839,404,,true
2897,404,,true
843,404,,true
2891,404,,true
1174,405,,true
1676,405,,true
560,405,,true
1665,405,,true
3838,406,,true
1665,406,,true
914,406,,true
3830,406,,true
1676,406,,true
158,406,,true
170,407,,true
522,407,,true
390,407,,true
1535,408,,true
522,408,,true
1537,408,,true
822,409,,true
303,409,,true
140,409,,true
926,410,2,true
1003,410,2,true
1059,410,2,true
994,410,,true
522,410,,true
1547,411,,true
1309,411,,true
926,411,,true
353,411,,true
1320,411,,true
854,412,,true
1074,412,,true
812,412,,true
838,413,,true
1405,413,,true
303,413,,true
1642,413,,true
561,413,,true
926,414,,true
17,414,,true
418,414,,true
522,414,,true
926,415,2,true
1039,415,2,true
1059,415,2,true
1641,415,,true
522,415,,true
558,416,,true
476,416,,true
548,417,,true
1642,417,,true
1408,417,,true
1405,417,,true
1442,418,,true
1309,418,,true
926,418,,true
1444,418,,true
1320,418,,true
1367,419,,true
3778,419,,true
1389,419,,true
3779,419,,true
2464,420,,true
522,420,,true
2462,420,,true
