1	1331
1	1173
2	490
2	1309
2	522
3	1916
3	1642
4	303
4	722
5	843
5	201
6	869
6	1321
7	153
7	1665
8	926
8	1148
8	1665
9	1487
9	1665
10	3838
10	1665
10	914
11	522
11	1309
11	287
12	916
12	826
12	1682
12	1678
13	3779
13	978
13	68
14	926
14	916
14	342
14	1678
15	1972
15	1702
16	1321
16	914
17	492
18	1648
18	303
19	803
19	522
20	1276
20	3757
20	522
21	1321
21	1309
22	926
22	890
22	914
23	2329
23	1642
24	1503
24	914
25	926
25	92
25	133
26	631
26	522
26	1309
27	926
27	181
28	916
28	648
29	2330
29	1642
30	1032
30	1702
31	874
31	843
32	522
32	1407
34	260
34	522
35	1310
35	2566
36	356
36	1642
36	1309
37	775
37	522
37	1309
38	730
38	843
39	679
39	1702
40	1430
41	926
41	1651
41	92
41	36
42	95
43	926
43	1378
43	843
44	310
45	3604
45	1206
46	236
46	3761
46	926
47	400
47	1160
48	926
48	1669
48	916
50	926
50	826
50	499
50	1320
51	816
51	3761
51	926
52	752
52	54
53	467
53	1642
55	832
55	1507
55	1320
56	337
56	1552
57	2766
57	843
58	620
58	1551
58	303
59	1470
59	1310
60	3064
60	914
61	4821
61	3761
62	1321
62	303
62	1421
62	904
63	926
63	359
63	522
64	926
64	778
64	1702
65	703
65	1321
66	926
66	826
66	1321
66	499
67	475
67	522
68	2231
69	914
69	342
69	1678
70	142
70	1702
71	301
71	1548
72	1706
72	1665
73	3770
73	522
73	926
74	3443
74	181
75	280
75	916
76	926
76	1222
76	1321
77	926
77	1536
77	1642
78	380
78	303
79	303
79	1551
79	879
80	1189
81	926
81	341
81	158
82	1297
83	1663
83	1665
84	618
84	522
84	3778
85	290
85	3761
86	926
86	109
86	1665
87	297
88	1308
88	3761
88	926
89	1702
89	154
90	92
90	1506
90	1058
91	1549
91	3761
91	926
92	1678
92	1665
93	1534
93	522
94	3064
94	914
95	1300
95	303
95	3761
96	1320
96	1372
97	1551
97	1642
98	918
98	914
98	1665
99	3932
99	1642
100	790
100	1207
101	491
101	1309
101	522
102	926
102	11
102	1321
103	342
103	522
103	303
105	1503
105	1665
106	1310
106	1473
107	1176
107	1665
108	926
108	1070
108	130
109	981
109	335
110	92
110	1321
110	1507
111	3761
111	1008
112	1291
112	522
112	3757
113	3443
114	480
114	914
115	1648
115	838
116	332
116	1642
117	853
117	303
117	92
118	3443
118	1332
119	525
119	1213
120	3891
120	1642
121	740
121	522
122	1200
123	826
123	1665
123	914
123	229
124	926
124	64
124	92
124	36
125	181
125	926
126	303
126	252
127	325
127	914
128	2240
128	926
128	1666
129	396
129	1309
129	522
130	916
130	1855
131	1548
131	36
132	92
132	1714
133	1035
133	1321
133	926
134	512
134	1642
135	1321
135	303
135	1506
136	710
136	522
137	592
137	1309
137	522
138	265
139	767
140	92
140	1715
141	906
141	3779
142	210
142	1310
143	1207
144	403
144	1678
145	320
145	1321
146	1052
147	2800
147	1551
147	1647
147	303
148	1003
149	1396
149	1388
149	1321
150	926
150	1178
150	1320
151	3937
151	303
152	926
152	1438
152	1321
153	816
153	1321
153	926
154	1699
154	3291
155	301
155	1310
156	926
156	844
157	3412
157	1702
158	1139
158	522
159	826
159	314
160	1352
161	307
161	1321
161	926
162	3770
162	522
162	926
163	230
163	1642
163	1309
164	364
164	843
165	1361
165	1665
166	303
166	1551
166	779
167	58
167	522
168	926
168	760
168	843
169	903
169	911
170	3800
170	949
171	1192
171	1647
172	921
172	914
172	1665
173	3973
173	303
173	1642
173	3757
173	522
174	853
174	1548
175	4063
175	2915
176	896
177	848
177	1642
178	826
178	849
179	1676
179	1173
180	916
180	1408
180	926
180	1408
180	14
180	1678
181	630
181	1309
181	522
182	926
182	92
182	36
182	428
183	926
183	1410
183	916
183	1678
184	156
184	1170
185	393
185	914
186	456
186	1321
186	926
187	2297
187	3734
188	303
188	342
188	1665
189	632
189	1309
