FBGN0033787	FBgn0033787	FBGN0033787-MONOMER
FBGN0030313	FBgn0030313	FBGN0030313-MONOMER
FBGN0051997	FBgn0051997	FBGN0051997-MONOMER
FBGN0085616	FBgn0085616	FBGN0085616-MONOMER
FBGN0259238	FBgn0259238	FBGN0259238-MONOMER
FBGN0036834	FBgn0036834	FBGN0036834-MONOMER
FBGN0052428	FBgn0052428	FBGN0052428-MONOMER
FBGN0036924	FBgn0036924	FBGN0036924-MONOMER
FBGN0085570	FBgn0085570	FBGN0085570-MONOMER
FBGN0035041	FBgn0035041	FBGN0035041-MONOMER
FBGN0037459	FBgn0037459	FBGN0037459-MONOMER
FBGN0030291	FBgn0030291	FBGN0030291-MONOMER
FBGN0002031	FBgn0002031	FBGN0002031-MONOMER
FBGN0033481	FBgn0033481	FBGN0033481-MONOMER
FBGN0037430	FBgn0037430	FBGN0037430-MONOMER
FBGN0042111	FBgn0042111	FBGN0042111-MONOMER
FBGN0053460	FBgn0053460	FBGN0053460-MONOMER
FBGN0034900	FBgn0034900	FBGN0034900-MONOMER
FBGN0036895	FBgn0036895	FBGN0036895-MONOMER
FBGN0032688	FBgn0032688	FBGN0032688-MONOMER
FBGN0037265	FBgn0037265	FBGN0037265-MONOMER
FBGN0053770	FBgn0053770	FBGN0053770-MONOMER
FBGN0033973	FBgn0033973	FBGN0033973-MONOMER
FBGN0250835	FBgn0250835	FBGN0250835-MONOMER
FBGN0053654	FBgn0053654	FBGN0053654-MONOMER
FBGN0085307	FBgn0085307	FBGN0085307-MONOMER
FBGN0031253	FBgn0031253	FBGN0031253-MONOMER
FBGN0033936	FBgn0033936	FBGN0033936-MONOMER
FBGN0040235	FBgn0040235	FBGN0040235-MONOMER
FBGN0085711	FBgn0085711	FBGN0085711-MONOMER
FBGN0039310	FBgn0039310	FBGN0039310-MONOMER
FBGN0051286	FBgn0051286	FBGN0051286-MONOMER
FBGN0058143	FBgn0058143	FBGN0058143-MONOMER
FBGN0051870	FBgn0051870	FBGN0051870-MONOMER
FBGN0035337	FBgn0035337	FBGN0035337-MONOMER
FBGN0030189	FBgn0030189	FBGN0030189-MONOMER
FBGN0033677	FBgn0033677	FBGN0033677-MONOMER
FBGN0032886	FBgn0032886	FBGN0032886-MONOMER
FBGN0031842	FBgn0031842	FBGN0031842-MONOMER
FBGN0034897	FBgn0034897	FBGN0034897-MONOMER
FBGN0033447	FBgn0033447	FBGN0033447-MONOMER
FBGN0085537	FBgn0085537	FBGN0085537-MONOMER
FBGN0051806	FBgn0051806	FBGN0051806-MONOMER
FBGN0039324	FBgn0039324	FBGN0039324-MONOMER
FBGN0031040	FBgn0031040	FBGN0031040-MONOMER
FBGN0037168	FBgn0037168	FBGN0037168-MONOMER
FBGN0033236	FBgn0033236	FBGN0033236-MONOMER
FBGN0038849	FBgn0038849	FBGN0038849-MONOMER
FBGN0033039	FBgn0033039	FBGN0033039-MONOMER
FBGN0037890	FBgn0037890	FBGN0037890-MONOMER
FBGN0038359	FBgn0038359	FBGN0038359-MONOMER
FBGN0031407	FBgn0031407	FBGN0031407-MONOMER
FBGN0033090	FBgn0033090	FBGN0033090-MONOMER
FBGN0036761	FBgn0036761	FBGN0036761-MONOMER
FBGN0027321	FBgn0027321	FBGN0027321-MONOMER
FBGN0037809	FBgn0037809	FBGN0037809-MONOMER
FBGN0033278	FBgn0033278	FBGN0033278-MONOMER
FBGN0032390	FBgn0032390	FBGN0032390-MONOMER
FBGN0085610	FBgn0085610	FBGN0085610-MONOMER
FBGN0085250	FBgn0085250	FBGN0085250-MONOMER
FBGN0035944	FBgn0035944	FBGN0035944-MONOMER
FBGN0031138	FBgn0031138	FBGN0031138-MONOMER
FBGN0031324	FBgn0031324	FBGN0031324-MONOMER
FBGN0029646	FBgn0029646	FBGN0029646-MONOMER
FBGN0040910	FBgn0040910	FBGN0040910-MONOMER
FBGN0039319	FBgn0039319	FBGN0039319-MONOMER
FBGN0054008	FBgn0054008	FBGN0054008-MONOMER
FBGN0028746	FBgn0028746	FBGN0028746-MONOMER
FBGN0013432	FBgn0013432	FBGN0013432-MONOMER
FBGN0034267	FBgn0034267	FBGN0034267-MONOMER
FBGN0052551	FBgn0052551	FBGN0052551-MONOMER
FBGN0054030	FBgn0054030	FBGN0054030-MONOMER
FBGN0019890	FBgn0019890	FBGN0019890-MONOMER
FBGN0085230	FBgn0085230	FBGN0085230-MONOMER
FBGN0033429	FBgn0033429	FBGN0033429-MONOMER
FBGN0003978	FBgn0003978	FBGN0003978-MONOMER
FBGN0035734	FBgn0035734	FBGN0035734-MONOMER
FBGN0085553	FBgn0085553	FBGN0085553-MONOMER
FBGN0039579	FBgn0039579	FBGN0039579-MONOMER
FBGN0030980	FBgn0030980	FBGN0030980-MONOMER
FBGN0034308	FBgn0034308	FBGN0034308-MONOMER
FBGN0030053	FBgn0030053	FBGN0030053-MONOMER
FBGN0050355	FBgn0050355	FBGN0050355-MONOMER
FBGN0033400	FBgn0033400	FBGN0033400-MONOMER
FBGN0029810	FBgn0029810	FBGN0029810-MONOMER
FBGN0032290	FBgn0032290	FBGN0032290-MONOMER
FBGN0050488	FBgn0050488	FBGN0050488-MONOMER
FBGN0036567	FBgn0036567	FBGN0036567-MONOMER
FBGN0038525	FBgn0038525	FBGN0038525-MONOMER
FBGN0051145	FBgn0051145	FBGN0051145-MONOMER
FBGN0034086	FBgn0034086	FBGN0034086-MONOMER
FBGN0036504	FBgn0036504	FBGN0036504-MONOMER
FBGN0035393	FBgn0035393	FBGN0035393-MONOMER
FBGN0036291	FBgn0036291	FBGN0036291-MONOMER
FBGN0014022	FBgn0014022	FBGN0014022-MONOMER
FBGN0036890	FBgn0036890	FBGN0036890-MONOMER
FBGN0031745	FBgn0031745	FBGN0031745-MONOMER
FBGN0034532	FBgn0034532	FBGN0034532-MONOMER
FBGN0037181	FBgn0037181	FBGN0037181-MONOMER
FBGN0053260	FBgn0053260	FBGN0053260-MONOMER
FBGN0032454	FBgn0032454	FBGN0032454-MONOMER
FBGN0033486	FBgn0033486	FBGN0033486-MONOMER
FBGN0067317	FBgn0067317	FBGN0067317-MONOMER
FBGN0085638	FBgn0085638	FBGN0085638-MONOMER
FBGN0053200	FBgn0053200	FBGN0053200-MONOMER
FBGN0039249	FBgn0039249	FBGN0039249-MONOMER
FBGN0003313	FBgn0003313	FBGN0003313-MONOMER
FBGN0035765	FBgn0035765	FBGN0035765-MONOMER
FBGN0083984	FBgn0083984	FBGN0083984-MONOMER
FBGN0026196	FBgn0026196	FBGN0026196-MONOMER
FBGN0035746	FBgn0035746	FBGN0035746-MONOMER
FBGN0031538	FBgn0031538	FBGN0031538-MONOMER
FBGN0086221	FBgn0086221	FBGN0086221-MONOMER
FBGN0038311	FBgn0038311	FBGN0038311-MONOMER
FBGN0259722	FBgn0259722	FBGN0259722-MONOMER
FBGN0085301	FBgn0085301	FBGN0085301-MONOMER
FBGN0032361	FBgn0032361	FBGN0032361-MONOMER
FBGN0037812	FBgn0037812	FBGN0037812-MONOMER
FBGN0033110	FBgn0033110	FBGN0033110-MONOMER
FBGN0033076	FBgn0033076	FBGN0033076-MONOMER
FBGN0051288	FBgn0051288	FBGN0051288-MONOMER
FBGN0027556	FBgn0027556	FBGN0027556-MONOMER
FBGN0040004	FBgn0040004	FBGN0040004-MONOMER
FBGN0030691	FBgn0030691	FBGN0030691-MONOMER
FBGN0040985	FBgn0040985	FBGN0040985-MONOMER
FBGN0064912	FBgn0064912	FBGN0064912-MONOMER
FBGN0085577	FBgn0085577	FBGN0085577-MONOMER
FBGN0067622	FBgn0067622	FBGN0067622-MONOMER
FBGN0033259	FBgn0033259	FBGN0033259-MONOMER
FBGN0085353	FBgn0085353	FBGN0085353-MONOMER
FBGN0037360	FBgn0037360	FBGN0037360-MONOMER
FBGN0004359	FBgn0004359	FBGN0004359-MONOMER
FBGN0033888	FBgn0033888	FBGN0033888-MONOMER
FBGN0020439	FBgn0020439	FBGN0020439-MONOMER
FBGN0085279	FBgn0085279	FBGN0085279-MONOMER
FBGN0053937	FBgn0053937	FBGN0053937-MONOMER
FBGN0030835	FBgn0030835	FBGN0030835-MONOMER
FBGN0051080	FBgn0051080	FBGN0051080-MONOMER
FBGN0039048	FBgn0039048	FBGN0039048-MONOMER
FBGN0033806	FBgn0033806	FBGN0033806-MONOMER
FBGN0053664	FBgn0053664	FBGN0053664-MONOMER
FBGN0031677	FBgn0031677	FBGN0031677-MONOMER
FBGN0011219	FBgn0011219	FBGN0011219-MONOMER
FBGN0028893	FBgn0028893	FBGN0028893-MONOMER
FBGN0085348	FBgn0085348	FBGN0085348-MONOMER
FBGN0037241	FBgn0037241	FBGN0037241-MONOMER
FBGN0052791	FBgn0052791	FBGN0052791-MONOMER
FBGN0026189	FBgn0026189	FBGN0026189-MONOMER
FBGN0027604	FBgn0027604	FBGN0027604-MONOMER
FBGN0030748	FBgn0030748	FBGN0030748-MONOMER
FBGN0259737	FBgn0259737	FBGN0259737-MONOMER
FBGN0029837	FBgn0029837	FBGN0029837-MONOMER
FBGN0050461	FBgn0050461	FBGN0050461-MONOMER
FBGN0034328	FBgn0034328	FBGN0034328-MONOMER
FBGN0033517	FBgn0033517	FBGN0033517-MONOMER
FBGN0030757	FBgn0030757	FBGN0030757-MONOMER
FBGN0037958	FBgn0037958	FBGN0037958-MONOMER
FBGN0033707	FBgn0033707	FBGN0033707-MONOMER
FBGN0036780	FBgn0036780	FBGN0036780-MONOMER
FBGN0040361	FBgn0040361	FBGN0040361-MONOMER
FBGN0259224	FBgn0259224	FBGN0259224-MONOMER
FBGN0051827	FBgn0051827	FBGN0051827-MONOMER
FBGN0085367	FBgn0085367	FBGN0085367-MONOMER
FBGN0036767	FBgn0036767	FBGN0036767-MONOMER
FBGN0030326	FBgn0030326	FBGN0030326-MONOMER
FBGN0037669	FBgn0037669	FBGN0037669-MONOMER
FBGN0053255	FBgn0053255	FBGN0053255-MONOMER
FBGN0085600	FBgn0085600	FBGN0085600-MONOMER
FBGN0085488	FBgn0085488	FBGN0085488-MONOMER
FBGN0010772	FBgn0010772	FBGN0010772-MONOMER
FBGN0034290	FBgn0034290	FBGN0034290-MONOMER
FBGN0085652	FBgn0085652	FBGN0085652-MONOMER
FBGN0051099	FBgn0051099	FBGN0051099-MONOMER
FBGN0038958	FBgn0038958	FBGN0038958-MONOMER
FBGN0031773	FBgn0031773	FBGN0031773-MONOMER
FBGN0037884	FBgn0037884	FBGN0037884-MONOMER
FBGN0052087	FBgn0052087	FBGN0052087-MONOMER
FBGN0036131	FBgn0036131	FBGN0036131-MONOMER
FBGN0001257	FBgn0001257	FBGN0001257-MONOMER
FBGN0010770	FBgn0010770	FBGN0010770-MONOMER
FBGN0037014	FBgn0037014	FBGN0037014-MONOMER
FBGN0027549	FBgn0027549	FBGN0027549-MONOMER
FBGN0031059	FBgn0031059	FBGN0031059-MONOMER
FBGN0052801	FBgn0052801	FBGN0052801-MONOMER
FBGN0030545	FBgn0030545	FBGN0030545-MONOMER
FBGN0084001	FBgn0084001	FBGN0084001-MONOMER
FBGN0032619	FBgn0032619	FBGN0032619-MONOMER
FBGN0036192	FBgn0036192	FBGN0036192-MONOMER
FBGN0085713	FBgn0085713	FBGN0085713-MONOMER
FBGN0050284	FBgn0050284	FBGN0050284-MONOMER
FBGN0039563	FBgn0039563	FBGN0039563-MONOMER
FBGN0069919	FBgn0069919	FBGN0069919-MONOMER
FBGN0029679	FBgn0029679	FBGN0029679-MONOMER
FBGN0034563	FBgn0034563	FBGN0034563-MONOMER
FBGN0039764	FBgn0039764	FBGN0039764-MONOMER
FBGN0029800	FBgn0029800	FBGN0029800-MONOMER
FBGN0039170	FBgn0039170	FBGN0039170-MONOMER
FBGN0034144	FBgn0034144	FBGN0034144-MONOMER
FBGN0001099	FBgn0001099	FBGN0001099-MONOMER
FBGN0011335	FBgn0011335	FBGN0011335-MONOMER
FBGN0032339	FBgn0032339	FBGN0032339-MONOMER
FBGN0050472	FBgn0050472	FBGN0050472-MONOMER
FBGN0040862	FBgn0040862	FBGN0040862-MONOMER
FBGN0011239	FBgn0011239	FBGN0011239-MONOMER
FBGN0034289	FBgn0034289	FBGN0034289-MONOMER
FBGN0051438	FBgn0051438	FBGN0051438-MONOMER
FBGN0053324	FBgn0053324	FBGN0053324-MONOMER
FBGN0035360	FBgn0035360	FBGN0035360-MONOMER
FBGN0085670	FBgn0085670	FBGN0085670-MONOMER
FBGN0020303	FBgn0020303	FBGN0020303-MONOMER
FBGN0036958	FBgn0036958	FBGN0036958-MONOMER
FBGN0033168	FBgn0033168	FBGN0033168-MONOMER
FBGN0053472	FBgn0053472	FBGN0053472-MONOMER
FBGN0259832	FBgn0259832	FBGN0259832-MONOMER
FBGN0022070	FBgn0022070	FBGN0022070-MONOMER
FBGN0250826	FBgn0250826	FBGN0250826-MONOMER
FBGN0051344	FBgn0051344	FBGN0051344-MONOMER
FBGN0033499	FBgn0033499	FBGN0033499-MONOMER
FBGN0085294	FBgn0085294	FBGN0085294-MONOMER
FBGN0025387	FBgn0025387	FBGN0025387-MONOMER
FBGN0040764	FBgn0040764	FBGN0040764-MONOMER
FBGN0033348	FBgn0033348	FBGN0033348-MONOMER
FBGN0033446	FBgn0033446	FBGN0033446-MONOMER
FBGN0052569	FBgn0052569	FBGN0052569-MONOMER
FBGN0085539	FBgn0085539	FBGN0085539-MONOMER
FBGN0033885	FBgn0033885	FBGN0033885-MONOMER
FBGN0250840	FBgn0250840	FBGN0250840-MONOMER
FBGN0053306	FBgn0053306	FBGN0053306-MONOMER
FBGN0035675	FBgn0035675	FBGN0035675-MONOMER
FBGN0053795	FBgn0053795	FBGN0053795-MONOMER
FBGN0259730	FBgn0259730	FBGN0259730-MONOMER
FBGN0036860	FBgn0036860	FBGN0036860-MONOMER
FBGN0041094	FBgn0041094	FBGN0041094-MONOMER
FBGN0034820	FBgn0034820	FBGN0034820-MONOMER
FBGN0030459	FBgn0030459	FBGN0030459-MONOMER
FBGN0259188	FBgn0259188	FBGN0259188-MONOMER
FBGN0259821	FBgn0259821	FBGN0259821-MONOMER
FBGN0033741	FBgn0033741	FBGN0033741-MONOMER
FBGN0033133	FBgn0033133	FBGN0033133-MONOMER
FBGN0034477	FBgn0034477	FBGN0034477-MONOMER
FBGN0028396	FBgn0028396	FBGN0028396-MONOMER
FBGN0085225	FBgn0085225	FBGN0085225-MONOMER
FBGN0034942	FBgn0034942	FBGN0034942-MONOMER
FBGN0034084	FBgn0034084	FBGN0034084-MONOMER
FBGN0013548	FBgn0013548	FBGN0013548-MONOMER
FBGN0046294	FBgn0046294	FBGN0046294-MONOMER
FBGN0032299	FBgn0032299	FBGN0032299-MONOMER
FBGN0085342	FBgn0085342	FBGN0085342-MONOMER
FBGN0026326	FBgn0026326	FBGN0026326-MONOMER
FBGN0011694	FBgn0011694	FBGN0011694-MONOMER
FBGN0033668	FBgn0033668	FBGN0033668-MONOMER
FBGN0053470	FBgn0053470	FBGN0053470-MONOMER
FBGN0030960	FBgn0030960	FBGN0030960-MONOMER
FBGN0036861	FBgn0036861	FBGN0036861-MONOMER
FBGN0036710	FBgn0036710	FBGN0036710-MONOMER
FBGN0037872	FBgn0037872	FBGN0037872-MONOMER
FBGN0034907	FBgn0034907	FBGN0034907-MONOMER
FBGN0037773	FBgn0037773	FBGN0037773-MONOMER
FBGN0032084	FBgn0032084	FBGN0032084-MONOMER
FBGN0039681	FBgn0039681	FBGN0039681-MONOMER
FBGN0020272	FBgn0020272	FBGN0020272-MONOMER
FBGN0052945	FBgn0052945	FBGN0052945-MONOMER
FBGN0034032	FBgn0034032	FBGN0034032-MONOMER
FBGN0028836	FBgn0028836	FBGN0028836-MONOMER
FBGN0030193	FBgn0030193	FBGN0030193-MONOMER
FBGN0032481	FBgn0032481	FBGN0032481-MONOMER
FBGN0040367	FBgn0040367	FBGN0040367-MONOMER
FBGN0034671	FBgn0034671	FBGN0034671-MONOMER
FBGN0085241	FBgn0085241	FBGN0085241-MONOMER
FBGN0039565	FBgn0039565	FBGN0039565-MONOMER
FBGN0085621	FBgn0085621	FBGN0085621-MONOMER
FBGN0031245	FBgn0031245	FBGN0031245-MONOMER
FBGN0036031	FBgn0036031	FBGN0036031-MONOMER
FBGN0036107	FBgn0036107	FBGN0036107-MONOMER
FBGN0032878	FBgn0032878	FBGN0032878-MONOMER
FBGN0038343	FBgn0038343	FBGN0038343-MONOMER
FBGN0040929	FBgn0040929	FBGN0040929-MONOMER
FBGN0040375	FBgn0040375	FBGN0040375-MONOMER
FBGN0010704	FBgn0010704	FBGN0010704-MONOMER
FBGN0051710	FBgn0051710	FBGN0051710-MONOMER
FBGN0042129	FBgn0042129	FBGN0042129-MONOMER
FBGN0036419	FBgn0036419	FBGN0036419-MONOMER
FBGN0085366	FBgn0085366	FBGN0085366-MONOMER
FBGN0037133	FBgn0037133	FBGN0037133-MONOMER
FBGN0040730	FBgn0040730	FBGN0040730-MONOMER
FBGN0051410	FBgn0051410	FBGN0051410-MONOMER
FBGN0038110	FBgn0038110	FBGN0038110-MONOMER
FBGN0085233	FBgn0085233	FBGN0085233-MONOMER
FBGN0039636	FBgn0039636	FBGN0039636-MONOMER
FBGN0085715	FBgn0085715	FBGN0085715-MONOMER
FBGN0040551	FBgn0040551	FBGN0040551-MONOMER
FBGN0069966	FBgn0069966	FBGN0069966-MONOMER
FBGN0050416	FBgn0050416	FBGN0050416-MONOMER
FBGN0034948	FBgn0034948	FBGN0034948-MONOMER
FBGN0058164	FBgn0058164	FBGN0058164-MONOMER
FBGN0040554	FBgn0040554	FBGN0040554-MONOMER
FBGN0031821	FBgn0031821	FBGN0031821-MONOMER
FBGN0051702	FBgn0051702	FBGN0051702-MONOMER
FBGN0086251	FBgn0086251	FBGN0086251-MONOMER
FBGN0035598	FBgn0035598	FBGN0035598-MONOMER
FBGN0019960	FBgn0019960	FBGN0019960-MONOMER
FBGN0042189	FBgn0042189	FBGN0042189-MONOMER
FBGN0033045	FBgn0033045	FBGN0033045-MONOMER
FBGN0085533	FBgn0085533	FBGN0085533-MONOMER
FBGN0035299	FBgn0035299	FBGN0035299-MONOMER
FBGN0033985	FBgn0033985	FBGN0033985-MONOMER
FBGN0038246	FBgn0038246	FBGN0038246-MONOMER
FBGN0030700	FBgn0030700	FBGN0030700-MONOMER
FBGN0052280	FBgn0052280	FBGN0052280-MONOMER
FBGN0030351	FBgn0030351	FBGN0030351-MONOMER
FBGN0053920	FBgn0053920	FBGN0053920-MONOMER
FBGN0034626	FBgn0034626	FBGN0034626-MONOMER
FBGN0031895	FBgn0031895	FBGN0031895-MONOMER
FBGN0014464	FBgn0014464	FBGN0014464-MONOMER
FBGN0040585	FBgn0040585	FBGN0040585-MONOMER
FBGN0030998	FBgn0030998	FBGN0030998-MONOMER
FBGN0040827	FBgn0040827	FBGN0040827-MONOMER
FBGN0050071	FBgn0050071	FBGN0050071-MONOMER
FBGN0085231	FBgn0085231	FBGN0085231-MONOMER
FBGN0036850	FBgn0036850	FBGN0036850-MONOMER
FBGN0038694	FBgn0038694	FBGN0038694-MONOMER
FBGN0035179	FBgn0035179	FBGN0035179-MONOMER
FBGN0033122	FBgn0033122	FBGN0033122-MONOMER
FBGN0039521	FBgn0039521	FBGN0039521-MONOMER
FBGN0033937	FBgn0033937	FBGN0033937-MONOMER
FBGN0033374	FBgn0033374	FBGN0033374-MONOMER
FBGN0036536	FBgn0036536	FBGN0036536-MONOMER
FBGN0259112	FBgn0259112	FBGN0259112-MONOMER
FBGN0050007	FBgn0050007	FBGN0050007-MONOMER
FBGN0053752	FBgn0053752	FBGN0053752-MONOMER
FBGN0052982	FBgn0052982	FBGN0052982-MONOMER
FBGN0250874	FBgn0250874	FBGN0250874-MONOMER
FBGN0052773	FBgn0052773	FBGN0052773-MONOMER
FBGN0039298	FBgn0039298	FBGN0039298-MONOMER
FBGN0051347	FBgn0051347	FBGN0051347-MONOMER
FBGN0030744	FBgn0030744	FBGN0030744-MONOMER
FBGN0030234	FBgn0030234	FBGN0030234-MONOMER
FBGN0035965	FBgn0035965	FBGN0035965-MONOMER
FBGN0030474	FBgn0030474	FBGN0030474-MONOMER
FBGN0038647	FBgn0038647	FBGN0038647-MONOMER
FBGN0001256	FBgn0001256	FBGN0001256-MONOMER
FBGN0025613	FBgn0025613	FBGN0025613-MONOMER
FBGN0053978	FBgn0053978	FBGN0053978-MONOMER
FBGN0038545	FBgn0038545	FBGN0038545-MONOMER
FBGN0037654	FBgn0037654	FBGN0037654-MONOMER
FBGN0259677	FBgn0259677	FBGN0259677-MONOMER
FBGN0030241	FBgn0030241	FBGN0030241-MONOMER
FBGN0033448	FBgn0033448	FBGN0033448-MONOMER
FBGN0034363	FBgn0034363	FBGN0034363-MONOMER
FBGN0037422	FBgn0037422	FBGN0037422-MONOMER
FBGN0036093	FBgn0036093	FBGN0036093-MONOMER
FBGN0036438	FBgn0036438	FBGN0036438-MONOMER
FBGN0014368	FBgn0014368	FBGN0014368-MONOMER
FBGN0036964	FBgn0036964	FBGN0036964-MONOMER
FBGN0040942	FBgn0040942	FBGN0040942-MONOMER
FBGN0016061	FBgn0016061	FBGN0016061-MONOMER
FBGN0031413	FBgn0031413	FBGN0031413-MONOMER
FBGN0033623	FBgn0033623	FBGN0033623-MONOMER
FBGN0035551	FBgn0035551	FBGN0035551-MONOMER
FBGN0028482	FBgn0028482	FBGN0028482-MONOMER
