1	1.1.1.39	9
2	3.6.1.3	9
8	3.6.1.7	9
17	3.1.3.48	9
33	2.1.1.56	9
36	2.7.11.1	9
36	2.7.11.22	9
37	2.7.11.25	9
38	3.6.5	9
38	3.6.5.1	9
41	3.4.17.1	9
42	2.7.7.7	9
42	2.7.7.56	9
42	2.7.7.25	9
43	2.4.2.30	9
44	3.6.1.3	9
45	3.1.3.25	9
45	3.1.3.25	9
47	3.1.3.48	9
48	5.1.3.2	9
51	3.6.3.14	9
51	3.6.3.6	9
62	3.6.5	9
62	3.6.5.1	9
63	1.15.1.1	9
66	2.4.1.87	9
66	2.4.1	9
66	2.4.1	9
66	2.4.1	9
70	6.2.1.3	9
70	2.3.1.86	9
70	6.2.1.3	9
70	6.2.1.3	9
70	6.2.1.3	9
70	6.2.1.15	9
70	6.2.1.3	9
70	6.2.1.3	9
76	3.4.23.1	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
81	2.7.4.6	9
84	2.7.4.8	9
86	1.6.5.3	9
86	1.6.99.3	9
89	3.5.1.26	9
91	1.1.1.37	9
94	2.1.2.10	9
94	3.1.3.43	9
97	3.2.1.113	9
98	3.5.1.23	9
98	3.5.1.23	9
101	3.4.13.19	9
111	1.10.2.2	9
112	2.7.1.48	9
112	2.7.1.48	9
112	2.7.4.3	9
136	3.1.3.2	9
136	3.1.3.2	9
148	3.1.3.64	9
152	3.6.5	9
152	3.6.5.1	9
154	2.7.4.8	9
155	3.1.6.14	9
164	3.4.22.1	9
170	6.3.2.19	9
180	3.6.1.15	9
187	1.14.99.29	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
214	1.1.1.1	9
221	3.6.1.3	9
222	3.1.1.59	9
230	1.14.16.4	9
230	1.14.16.1	9
231	5.3.4.1	9
235	2.7.7.19	9
239	3.4.21.1	9
240	3.4.21.4	9
242	6.3.2.6	9
242	4.1.1.21	9
250	3.6.3.6	9
255	3.1.1.3	9
272	3.4.24.26	9
277	1.14.11.2	9
281	5.4.99.12	9
286	2.7.1.7	9
286	2.7.1.1	9
286	2.7.1.1	9
286	2.7.1.1	9
288	3.6.1.3	9
290	2.7.11.1	9
297	2.5.1.18	9
297	1.8.5.1	9
297	2.5.1.18	9
297	1.5.4.1	9
304	3.6.5	9
304	3.6.5.1	9
310	3.6.3.9	9
314	3.2.1.113	9
316	2.3.1.39	9
316	2.3.1.39	9
316	2.3.1.39	9
326	5.1.99.4	9
328	3.1.3.57	9
331	2.5.1.18	9
331	2.5.1.18	9
333	3.6.1.3	9
337	3.5.2.2	9
352	6.3.5.3	9
355	3.4.19.6	9
355	3.4.11.2	9
355	3.4.11.2	9
355	3.4.11.2	9
358	6.3.1.1	9
368	3.3.2.10	9
378	6.1.1.1	9
379	3.5.1.9	9
388	1.8.3.2	9
389	1.1.1.31	9
389	1.1.1.44	9
389	1.1.1.44	9
390	1.14.99.3	9
394	3.6.3.9	9
397	2.7.1.23	9
406	2.7.11.1	9
408	3.6.5	9
408	3.6.5.1	9
409	3.6.5	9
409	3.6.5.1	9
417	3.1.2.15	9
420	2.7.11.1	9
424	2.7.11.1	9
430	1.9.3.1	9
431	1.8.1.4	9
431	1.8.1.4	9
431	1.8.1.4	9
431	1.8.1.4	9
431	1.8.1.4	9
431	1.8.1.4	9
435	3.6.1.1	9
436	3.6.5	9
436	3.6.5.1	9
437	2.7.11.1	9
438	1.6.5.3	9
438	1.6.99.3	9
439	3.6.5	9
439	3.6.5.1	9
449	5.1.3.3	9
449	5.1.3.3	9
456	3.6.5	9
456	3.6.5.1	9
459	5.2.1.8	9
462	3.6.1.1	9
471	6.3.2.5	9
488	3.6.1.3	9
495	3.6.5	9
495	3.6.5.1	9
496	3.5.1.98	9
497	3.6.3.1	9
505	3.1.1.1	9
508	3.4.21.4	9
509	2.3.1.51	9
509	2.3.1.51	9
511	1.4.3.13	9
514	6.1.1.7	9
515	3.4.11.2	9
515	3.4.11.2	9
515	3.4.11.2	9
516	5.2.1.8	9
523	6.3.2.19	9
526	2.4.1.87	9
529	2.4.1	9
529	2.4.1	9
529	2.4.1.132	9
529	2.4.1	9
537	2.7.11.16	9
547	2.7.7.15	9
550	3.1.1.1	9
566	3.4.24.11	9
577	2.7.1.36	9
579	1.3.3.1	9
579	1.3.99.11	9
585	3.4.21.4	9
596	1.2.4.1	9
604	3.6.1.3	9
605	2.3.1.5	9
605	2.3.1.87	9
605	2.3.1.87	9
609	1.14.11.2	9
614	3.6.3.14	9
614	3.6.3.6	9
630	2.7.1.23	9
635	2.7.11.1	9
637	3.5.1.14	9
639	3.6.1.3	9
641	1.11.1.9	9
641	2.5.1.18	9
641	2.5.1.18	9
653	3.10.1.1	9
654	3.2.1.20	9
654	3.2.1.20	9
654	3.2.1.20	9
655	1.6.5.3	9
655	1.6.99.3	9
658	3.1.4.17	9
658	3.1.4.35	9
658	3.1.4.53	9
659	2.7.11.1	9
661	2.1.1.43	9
664	2.4.1.117	9
671	2.6.1.16	9
674	3.6.5	9
674	3.6.5.1	9
684	2.4.2.11	9
689	1.6.5.3	9
689	1.6.99.3	9
693	3.1.3.25	9
693	3.1.3.25	9
700	2.7.6.2	9
713	3.4.21.4	9
714	3.6.1.23	9
716	3.1.3.41	9
718	2.7.7.7	9
722	3.4.16.2	9
725	1.1.1.153	9
725	1.1.1.153	9
726	2.8.2.17	9
726	2.8.2.5	9
732	2.7.11.1	9
733	3.6.3.14	9
733	3.6.3.6	9
741	3.6.1.7	9
745	1.11.1.7	9
745	1.11.1.9	9
745	1.11.1.7	9
749	1.6.5.3	9
749	1.6.5	9
749	1.6.99.3	9
750	2.1.1.20	9
753	3.6.5	9
753	3.6.5.1	9
756	3.1.3.16	9
758	2.7.4.2	9
761	2.7.1.107	9
762	3.1.2.15	9
764	3.6.1.3	9
764	3.6.1.15	9
767	3.1.26.3	9
767	3.6.1.3	9
785	3.4.17.1	9
791	3.6.5	9
791	3.6.5.1	9
796	3.6.1.3	9
798	2.7.11.1	9
802	6.2.1.3	9
802	6.2.1.3	9
802	6.2.1.3	9
802	6.2.1.3	9
802	6.2.1.15	9
802	6.2.1.3	9
802	6.2.1.3	9
804	2.5.1.16	9
806	2.5.1.60	9
807	6.3.4.2	9
809	3.4.21.94	9
809	3.4.21.62	9
813	2.7.11.1	9
815	3.6.1.3	9
825	2.7.11.1	9
828	3.1.3.2	9
828	3.1.3.2	9
830	2.7.11.1	9
834	3.4.24.26	9
845	2.7.11.1	9
852	3.6.1.3	9
857	3.4.17.1	9
860	3.6.1.3	9
864	3.4.24.11	9
872	6.5.1.1	9
874	1.5.1.20	9
886	3.6.5	9
886	3.6.5.1	9
888	4.1.1.25	9
888	4.1.1.28	9
888	4.1.1.28	9
888	4.1.1.28	9
889	3.4.21.4	9
897	6.3.5.2	9
897	6.3.4.1	9
897	2.1.1.61	9
904	3.6.1.3	9
906	3.6.3.14	9
906	3.6.3.6	9
908	2.7.7.49	9
912	2.7.7.7	9
918	1.6.5.3	9
918	1.6.99.3	9
922	2.7.11.1	9
923	3.4.24.21	9
923	3.4.24.19	9
924	3.4.21.4	9
929	3.2.1.52	9
929	3.2.1.52	9
935	2.7.8.5	9
936	3.1.1.1	9
937	2.3.1.29	9
938	3.2.1.35	9
941	1.6.99.3	9
942	3.6.5	9
942	3.6.5.1	9
944	3.4.24.11	9
950	3.4.24.18	9
950	3.4.24.21	9
954	2.7.7.6	9
955	2.7.11.1	9
955	2.7.11.16	9
956	3.1.3.48	9
957	3.1.3.25	9
957	3.1.3.25	9
960	2.7.1.105	9
960	3.1.3.46	9
971	2.7.11.24	9
974	3.6.5	9
974	3.6.5.1	9
980	3.4.21.4	9
982	4.2.1.17	9
982	1.1.1.211	9
982	4.2.1.74	9
982	4.2.1.17	9
982	4.2.1.17	9
982	4.2.1.17	9
982	4.2.1.17	9
982	4.2.1.17	9
982	4.2.1.17	9
982	1.1.1.35	9
982	1.1.1.35	9
985	3.1.3.2	9
985	3.1.3.2	9
990	3.4.23.1	9
991	3.1.26.3	9
995	2.7.11.1	9
1001	3.1.1.1	9
1002	3.6.1.3	9
1003	1.1.99.1	9
1004	2.7.11.1	9
1008	3.6.1.3	9
1013	3.5.1.28	9
1013	3.5.1.28	9
1015	3.4.21.4	9
1023	3.6.5	9
1023	3.6.5.1	9
1025	4.4.1.17	9
1026	2.7.11.1	9
1028	3.4.24.11	9
