1034	2.7.11.1	9
1035	2.7.7.7	9
1040	3.5.1.4	9
1040	3.5.1.4	9
1040	3.5.1.4	9
1040	3.5.1.4	9
1040	3.5.1.28	9
1040	3.5.1.4	9
1040	3.5.1.4	9
1040	3.5.1.28	9
1041	3.1.6.13	9
1042	3.1.2.15	9
1049	2.5.1.10	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1049	2.5.1.1	9
1050	1.5.5.1	9
1051	3.6.3.14	9
1051	3.6.3.6	9
1056	1.6.5.3	9
1058	3.4.21.1	9
1062	2.1.1.125	9
1084	3.4.21.4	9
1085	1.1.1.37	9
1088	3.4.23.36	9
1091	3.6.1.3	9
1096	1.11.1.7	9
1096	1.11.1.9	9
1096	1.11.1.7	9
1101	3.6.1.3	9
1105	2.7.11.1	9
1108	3.6.1.3	9
1117	2.7.11.1	9
1121	2.7.7.49	9
1122	2.7.11.1	9
1126	2.7.1.7	9
1126	2.7.1.1	9
1126	2.7.1.1	9
1126	2.7.1.1	9
1129	1.2.4.2	9
1133	3.6.1.15	9
1158	2.4.1.119	9
1159	3.4.21.1	9
1165	2.4.1.41	9
1166	3.1.2.15	9
1174	3.6.1.7	9
1175	5.4.2.8	9
1176	3.2.1.17	9
1182	3.4.23.36	9
1186	2.8.2.5	9
1190	3.6.1.3	9
1213	3.2.1.14	9
1215	4.2.1.1	9
1215	4.2.1.1	9
1219	3.5.1.28	9
1219	3.5.1.28	9
1220	2.7.11.1	9
1221	6.3.3.2	9
1230	3.1.3.4	9
1248	3.6.1.3	9
1252	3.1.1.4	9
1252	3.1.1.4	9
1254	3.2.1.51	9
1263	1.3.3.4	9
1263	1.3.3.4	9
1267	1.1.99.5	9
1267	1.1.99.5	9
1267	1.1.99.5	9
1267	1.1.99.5	9
1268	2.7.10.1	9
1268	2.7.11.1	9
1279	3.2.1.101	9
1281	3.6.1.3	9
1282	2.4.1	9
1282	2.4.1	9
1282	2.4.1.132	9
1282	2.4.1	9
1287	1.14.17.1	9
1295	3.4.11.2	9
1295	3.4.11.2	9
1295	3.4.11.7	9
1295	3.4.11.2	9
1300	3.6.5	9
1300	3.6.5.1	9
1302	6.3.2.19	9
1308	3.1.1.3	9
1311	2.7.11.1	9
1319	3.6.1.3	9
1321	3.6.1.3	9
1327	3.1.3.56	9
1327	3.1.3.56	9
1328	6.3.2.2	9
1332	6.2.1.4	9
1332	2.3.3.8	9
1332	6.2.1.4	9
1332	6.2.1.5	9
1343	2.7.11.1	9
1352	3.1.1.4	9
1352	3.1.1.4	9
1357	3.6.1.3	9
1361	3.4.21.1	9
1364	2.4.1.122	9
1367	2.6.1.42	9
1367	2.6.1.42	9
1367	2.6.1.42	9
1368	3.6.1.3	9
1384	3.2.1.14	9
1395	4.2.1.47	9
1398	6.3.2.25	9
1403	3.4.17.1	9
1410	3.1.1.3	9
1412	2.4.1.109	9
1422	3.6.1.3	9
1423	3.6.1.15	9
1423	3.6.1.6	9
1424	3.1.1.1	9
1429	3.4.14.5	9
1432	3.1.1.29	9
1433	2.7.11.1	9
1443	3.6.3.14	9
1443	3.6.3.6	9
1448	1.5.1.34	9
1448	1.5.1.34	9
1449	3.4.21.36	9
1449	3.4.21.4	9
1458	1.1.1.95	9
1459	2.4.1.119	9
1464	2.2.1.1	9
1464	2.2.1.1	9
1464	2.2.1.1	9
1466	2.5.1.18	9
1466	2.5.1.18	9
1475	3.1.2.3	9
1475	3.1.2.20	9
1475	3.1.2.2	9
1475	3.1.2.2	9
1475	3.1.2.2	9
1475	3.1.2	9
1475	3.1.2.2	9
1475	3.1.2	9
1475	3.1.2.2	9
1475	3.1.2.2	9
1482	1.14.19.1	9
1491	3.1.11.1	9
1492	3.6.1.3	9
1502	2.8.2.20	9
1503	1.2.1.12	9
1516	1.14.11.2	9
1521	3.4.21.75	9
1522	3.6.5	9
1522	3.6.5.1	9
1523	3.4.21.4	9
1526	3.4.14.10	9
1535	3.2.1.45	9
1537	1.4.3.13	9
1538	5.3.3.12	9
1539	3.4.24.11	9
1543	3.6.5	9
1543	3.6.5.1	9
1559	1.9.3.1	9
1563	2.7.1.107	9
1570	2.7.11.1	9
1576	1.6.99.3	9
1579	3.1.3.25	9
1579	3.1.3.25	9
1582	2.7.1.48	9
1582	2.7.1.48	9
1589	5.2.1.8	9
1590	2.5.1.58	9
1594	4.6.1.1	9
1596	2.7.11.1	9
1599	1.8.1.4	9
1599	1.8.1.4	9
1599	1.8.1.4	9
1599	1.8.1.4	9
1599	1.8.1.4	9
1599	1.8.1.4	9
1604	2.1.1.33	9
1606	6.3.2.19	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1608	1.1.1.1	9
1610	3.5.4.12	9
1611	2.7.7.49	9
1620	2.7.1.15	9
1624	3.6.1.15	9
1632	3.6.5	9
1632	3.6.5.1	9
1636	3.1.2.15	9
1640	1.1.1.79	9
1640	1.1.1.79	9
1645	3.6.1.3	9
1646	3.4.24.11	9
1650	2.7.7.49	9
1651	2.3.1.48	9
1653	3.4.21.75	9
1653	2.7.10.1	9
1655	3.4.22.38	9
1657	3.6.1.3	9
1660	2.7.7.9	9
1663	6.3.2.19	9
1664	2.1.1.43	9
1664	2.3.1.48	9
1664	3.5.1.98	9
1669	3.5.1.41	9
1672	3.1.3.48	9
1676	5.99.1.2	9
1683	3.1.3.1	9
1683	3.1.3.1	9
1686	2.5.1.18	9
1686	2.5.1.18	9
1691	2.7.11.1	9
1693	3.6.1.3	9
1702	3.6.1.3	9
1714	1.11.1.7	9
1714	1.11.1.7	9
1716	3.6.3.8	9
1716	3.6.3	9
1716	3.6.3	9
1718	4.3.2.5	9
1723	3.1.3.67	9
1723	3.1.3.48	9
1723	3.1.3.16	9
1738	1.18.1.2	9
1738	1.18.1.2	9
1739	3.4.24.11	9
1740	2.7.7.7	9
1744	3.6.1.3	9
1744	3.6.3.44	9
1745	3.6.3.1	9
1746	3.1.1.5	9
1753	3.4.14.5	9
1754	2.4.1.87	9
1754	2.4.1	9
1754	2.4.1	9
1754	2.4.1	9
1755	3.6.5	9
1755	3.6.5.1	9
1774	3.6.5	9
1774	3.6.5.1	9
1781	2.7.11.1	9
1781	2.7.11.22	9
1791	3.4.21.4	9
1793	2.4.1.198	9
1794	3.6.1.3	9
1796	6.3.2.19	9
1801	3.1.3.25	9
1801	3.1.3.25	9
1802	2.7.7.6	9
1806	2.7.1.15	9
1808	3.6.5	9
1808	3.6.5.1	9
1830	4.1.1.22	9
1831	6.2.1.3	9
1831	6.2.1.3	9
1831	6.2.1.3	9
1831	6.2.1.3	9
1831	6.2.1.15	9
1831	6.2.1.3	9
1831	6.2.1.3	9
1837	3.4.21.4	9
1838	1.3.99.7	9
1838	1.3.99.7	9
1840	3.1.3.41	9
1849	3.6.5	9
1849	3.6.5.1	9
1852	3.6.1.3	9
1859	6.4.1.2	9
1860	2.7.11.1	9
1865	5.2.1.2	9
1865	2.5.1.18	9
1865	2.5.1.18	9
1880	2.7.4.10	9
1880	2.7.4.3	9
1881	3.6.5	9
1881	3.6.5.1	9
1882	2.7.4.3	9
1890	2.7.1.31	9
1890	2.7.1	9
1896	2.7.7.6	9
1900	2.3.2.5	9
1907	2.7.11.1	9
1915	3.4.21.4	9
1916	3.1.3.16	9
1925	3.6.5	9
1925	3.6.5.1	9
1926	2.3.1.176	9
1926	2.3.1.176	9
1929	3.4.24.14	9
1934	5.99.1.2	9
1936	3.6.1.3	9
1946	2.4.1.150	9
1948	3.1.2.15	9
1955	6.3.2.25	9
1957	2.7.1.24	9
1966	3.4.24.11	9
1969	2.4.1.87	9
1973	3.4.21.1	9
1977	3.1.1.3	9
1986	3.6.1.3	9
1988	3.6.1.3	9
1994	2.7.11.1	9
2007	1.14.18.1	9
2008	3.4.21.4	9
2018	2.7.1.40	9
2021	2.7.7.49	9
2022	6.2.1.3	9
2022	6.2.1.3	9
2022	6.2.1.3	9
2022	6.2.1.3	9
2022	6.2.1.15	9
2022	6.2.1.3	9
2022	6.2.1.3	9
2029	3.2.1	9
2029	3.2.1.24	9
2031	3.2.1.20	9
2031	3.2.1.20	9
2031	3.2.1.20	9
2036	3.6.1.29	9
2036	3.5.5.1	9
2036	3.5.5.1	9
2046	2.7.8.11	9
2047	3.6.1.3	9
2049	2.7.1.33	9
2049	6.3.2.5	9
2051	2.7.7.49	9
2067	4.2.1.70	9
2067	5.4.99.12	9
2070	3.6.1.3	9
2074	3.6.1.3	9
2078	2.7.1.68	9
2081	3.4.24.70	9
2085	3.6.1.3	9
2091	2.8.3.5	9
2091	2.8.3.5	9
2093	3.5.4.4	9
2094	3.7.1.2	9
2096	3.4.11.1	9
2110	3.6.5	9
2110	3.6.5.1	9
2114	3.6.5	9
2114	3.6.5.1	9
2126	2.6.1.52	9
2126	2.6.1.52	9
2131	3.4.22.59	9
2131	3.4.22.61	9
2131	3.4.22.58	9
2131	3.4.22.55	9
2131	3.4.22.63	9
2131	3.4.22.62	9
2131	3.4.22.65	9
2131	3.4.22.57	9
2131	3.4.22.56	9
2131	3.4.22.60	9
2132	3.1.1.3	9
2135	6.1.1.10	9
2139	3.5.3.1	9
2139	3.5.3.1	9
2142	3.6.1.3	9
2144	3.6.5	9
2144	3.6.5.1	9
2151	2.8.2.1	9
2151	2.8.2.1	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2158	1.14.13.72	9
2159	4.2.1.51	9
2160	2.1.1.126	9
2167	5.4.2.1	9
2177	6.1.1.4	9
2179	2.7.11.1	9
2180	2.6.1.1	9
2180	2.6.1.1	9
2181	3.6.1.3	9
2198	3.2.1.14	9
2205	1.14.17.3	9
2205	4.3.2.5	9
2206	2.5.1	9
2207	3.1.2.15	9
2210	3.6.5	9
2210	3.6.5.1	9
2219	3.6.5	9
2219	3.6.5.1	9
2220	2.7.7.49	9
2227	2.7.1.40	9
2236	2.7.11.1	9
2237	3.1.3.48	9
2238	3.6.1.3	9
2246	2.1.1.48	9
2246	2.1.1.55	9
2252	3.5.3.1	9
2252	3.5.3.1	9
2258	2.7.1.140	9
2258	2.7.1.127	9
2258	2.7.1.151	9
2261	3.6.1.3	9
2267	3.4.24.26	9
2268	6.4.1.1	9
2280	3.6.1.3	9
2282	3.3.2.10	9
2285	3.6.3.14	9
2285	3.6.3.6	9
2288	3.1.1.3	9
2292	3.4.23.36	9
2294	3.4.14.4	9
2294	4.1.1.29	9
2300	2.7.11.22	9
2302	2.4.1.17	9
2302	2.4.1.17	9
2302	2.4.1.17	9
2302	2.4.1.17	9
2302	2.4.1.17	9
2302	2.4.1.17	9
2305	4.2.1.75	9
2307	2.7.11.1	9
2313	3.6.1.3	9
2319	3.6.1.3	9
2323	3.1.1.1	9
2325	2.1.1.49	9
2325	2.1.1	9
2325	2.1.1	9
2328	2.7.11.1	9
2331	2.3.1.26	9
2341	3.4.21.4	9
2345	6.3.2.19	9
2348	3.6.1.3	9
2353	1.2.3.1	9
2353	1.2.3.1	9
2353	1.2.3.1	9
2353	1.2.3.1	9
2353	1.2.3.1	9
2363	3.1.3.1	9
2363	3.1.3.1	9
2372	3.2.1.17	9
2383	1.6.5.3	9
2383	1.6.99.3	9
2384	3.5.4.9	9
2384	6.3.4.3	9
2384	1.5.1.5	9
2384	3.5.4.9	9
2384	6.3.4.3	9
2385	3.4.17.1	9
2392	2.6.1.16	9
2397	3.4.15.1	9
2400	3.6.1.15	9
2401	2.7.1.40	9
2403	3.1.1.34	9
2404	1.1.1.153	9
2404	1.1.1.153	9
2405	3.1.13.1	9
2408	6.3.2.17	9
2408	6.3.2.17	9
2408	6.3.2.17	9
2408	6.3.2.17	9
2408	6.3.2.17	9
2412	3.6.3.6	9
2419	3.1.3.56	9
2419	3.1.3.56	9
2422	4.2.1.1	9
2422	4.2.1.1	9
2442	3.4.11.1	9
2446	2.7.1.11	9
2448	3.6.3.6	9
2457	3.5.1.6	9
2477	2.7.11.1	9
2481	2.4.1.17	9
2481	2.4.1.17	9
2481	2.4.1.17	9
2481	2.4.1.17	9
2481	2.4.1.17	9
2481	2.4.1.17	9
2486	3.1.3.48	9
2495	1.14.11.1	9
2496	3.4.21.4	9
2497	2.4.1	9
2497	2.4.1	9
2497	2.4.1.132	9
2497	2.4.1	9
2500	3.1.3.16	9
2508	1.1.1.27	9
2509	3.5.1.25	9
2509	3.5.1.25	9
2512	2.8.2.23	9
2521	3.6.3.14	9
2521	3.6.3.6	9
2524	1.1.1.271	9
2524	1.1.1.187	9
2525	3.1.4.4	9
2535	1.10.3.2	9
2540	1.9.3.1	9
2544	1.5.99.1	9
2544	2.1.2.10	9
2546	2.7.11.1	9
2546	2.7.11.13	9
2555	3.1.2.15	9
2561	3.6.1.15	9
2568	3.5.1.28	9
2568	3.5.1.28	9
2569	3.6.1.3	9
2575	1.10.3.2	9
2577	2.1.1.10	9
2577	2.1.1.10	9
2581	3.6.3.9	9
2586	6.3.2.19	9
2589	4.6.1.1	9
2593	1.14.11.2	9
2601	2.7.7.49	9
2602	3.1.3.1	9
2602	3.1.3.1	9
2604	4.2.1.22	9
2609	2.4.1.198	9
2610	3.6.1.3	9
2610	5.99.1.3	9
2612	2.7.11.1	9
2617	2.7.11.1	9
2622	3.4.16.2	9
2628	6.3.3.2	9
2633	3.6.1.3	9
2635	2.7.1.7	9
2635	2.7.1.1	9
2635	2.7.1.1	9
2635	2.7.1.1	9
2636	2.7.7.6	9
2637	3.6.3.6	9
2638	3.6.1.3	9
2645	3.6.5	9
2645	3.6.5.1	9
2649	2.3.1.48	9
2652	3.6.1.3	9
2666	3.6.5	9
2666	3.6.5.1	9
2668	2.3.1.50	9
2673	3.1.1.4	9
2673	3.1.1.32	9
2679	3.1.3.48	9
2680	2.7.7.7	9
2681	2.7.11.1	9
2681	2.7.11.22	9
2683	3.4.21.4	9
2686	2.5.1.59	9
2687	2.7.11.1	9
2687	2.7.11.25	9
2691	2.7.7.6	9
2695	3.4.23.34	9
2695	3.4.23.1	9
2697	3.6.1.3	9
2700	3.1.3.2	9
2700	3.1.3.2	9
2701	3.4.14.5	9
2705	3.2.1.17	9
2713	4.6.1.1	9
2716	1.11.1.6	9
2716	1.11.1.7	9
2716	1.11.1.6	9
2720	3.6.1.3	9
2721	2.7.11.1	9
2727	3.4.21.4	9
2728	3.4.21.4	9
2731	2.7.11.1	9
2735	2.4.1.11	9
2735	2.4.1.11	9
2749	3.4.22.15	9
2750	3.4.21.4	9
2752	4.1.1.36	9
2754	3.6.1.3	9
2759	2.7.1.153	9
2759	2.7.1.137	9
2759	2.7.1.154	9
2766	3.6.1.3	9
2775	3.1.3.16	9
2780	3.5.1.52	9
2783	3.2.1.14	9
2786	2.5.1.29	9
2786	2.5.1.10	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2786	2.5.1.1	9
2790	3.1.3.9	9
2791	2.4.1.80	9
2791	2.4.1.80	9
2794	3.4.17.1	9
2795	3.2.1.14	9
2798	2.7.7.7	9
2800	1.1.3.15	9
2800	1.1.3.15	9
2800	1.1.3.15	9
2808	2.7.11.1	9
2812	3.4.21.4	9
2814	3.6.5	9
2814	3.6.5.1	9
2820	3.6.1.3	9
2827	3.6.1.3	9
2833	6.1.1.10	9
2842	3.1.3.16	9
2849	3.4.21.4	9
2851	4.6.1.1	9
2855	4.1.1.28	9
2855	4.1.1.28	9
2855	4.1.1.28	9
2860	3.4.11.2	9
2860	3.4.11.2	9
2860	3.4.11.7	9
2860	3.4.11.2	9
2861	3.6.1.3	9
2871	3.6.3.9	9
2873	6.3.2.19	9
2881	2.7.11.18	9
2881	2.7.11.1	9
2888	3.1.3.16	9
2889	2.5.1.10	9
2889	2.5.1	9
2889	2.5.1	9
2889	2.5.1	9
2889	2.5.1.1	9
2889	2.5.1	9
2889	2.5.1	9
2896	3.6.1.3	9
2903	3.4.16.2	9
2911	3.4.11.2	9
2911	3.4.11.2	9
2911	3.4.11.7	9
2911	3.4.11.2	9
2912	2.4.1.17	9
2912	2.4.1.17	9
2912	2.4.1.17	9
2912	2.4.1.17	9
2912	2.4.1.17	9
2912	2.4.1.17	9
2913	1.8.1.4	9
2913	1.8.1.4	9
2913	1.8.1.4	9
2913	1.8.1.4	9
2913	1.8.1.4	9
2913	1.8.1.4	9
2916	3.1.1.1	9
2922	3.5.1.28	9
2922	3.5.1.28	9
2928	2.3.1.48	9
2929	3.1.6.12	9
2936	4.2.1.1	9
2936	4.2.1.1	9
2943	4.1.2.13	9
2943	4.1.2.13	9
2949	3.1.3.48	9
2950	3.1.3.4	9
2955	3.5.1.1	9
2956	6.5.1.4	9
2960	6.3.2.19	9
2961	2.8.2.8	9
2961	2.8.2.8	9
2964	3.4.21.4	9
2971	2.3.1.39	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.38	9
2971	2.3.1.41	9
2971	2.3.1.39	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.41	9
2971	2.3.1.39	9
2971	2.3.1.41	9
2975	1.1.1.8	9
2975	1.1.99.5	9
2977	1.11.1.6	9
2977	1.11.1.6	9
2997	3.5.4	9
3002	3.6.5	9
3002	3.6.5.1	9
3009	1.5.1.5	9
3011	2.7.3.3	9
3013	3.6.5	9
3013	3.6.5.1	9
3017	4.2.1.1	9
3017	4.2.1.1	9
3026	4.2.1.1	9
3026	4.2.1.1	9
3028	3.1.3.1	9
3028	3.1.3.1	9
3035	6.3.2.25	9
3039	1.3.99.1	9
3044	3.4.17.1	9
3050	3.6.3.14	9
3050	3.6.3.6	9
3054	3.4.21.4	9
3067	3.4.23.1	9
3068	3.2.1.20	9
3068	3.2.1.20	9
3068	3.2.1.20	9
3070	3.5.4.6	9
3072	3.4.21.4	9
3082	1.14.11.4	9
3084	2.4.1.17	9
3084	2.4.1.17	9
3084	2.4.1.17	9
3084	2.4.1.17	9
3084	2.4.1.17	9
3084	2.4.1.17	9
3091	6.3.2.19	9
3094	3.4.11.2	9
3094	3.4.11.2	9
3094	3.4.11.2	9
3095	2.7.1.107	9
3096	3.1.1.4	9
3096	3.1.1.4	9
3099	3.6.4.5	9
3100	3.6.5.2	9
3100	3.6.5.2	9
3103	3.4.11.1	9
3105	4.2.1.3	9
3105	4.2.1.3	9
